ind,pt,pf
1,-1.81802230632747,1.8193901496375118
10,0.300098920498711,-0.29990912590323204
11,0.21902557831803626,-0.218995248708604
12,0.21902557831803626,-0.218995248708604
2,-0.0015590516305436172,0.0015590578492083926
3,-0.0015590516305436172,0.0015590578492083926
4,-0.0015590516305436172,0.0015590578492083926
5,0.0019855862663918063,-0.001985577837426221
6,2.1039095801326186,-2.0972111953974655
7,0.0983681296944766,-0.09836261172562684
8,0.0983681296944766,-0.09836261172562684
9,0.300098920498711,-0.29990912590323204
