ind,qf,qt,tm,ta,pt,pf
1,-0.00259137912774203,-0.009684145674553127,1.0,0.0,-0.11330243422952783,0.11357576240148412
10,5.353178832233212,-4.886743110625211,1.0,0.0,13.270578792341563,-13.207498065763186
100,0.01710659497072383,-0.035520635231801094,1.0,0.0,0.27101563593817485,-0.2673174921213109
1000,-1.2331899651793077,1.2062581280745681,1.0,0.0,1.2866734326536702,-1.283009694367885
1001,0.34867237191706296,-0.3689829891810871,1.0,0.0,-0.9867740424944027,0.9880227395993358
1002,-0.4832838453700096,0.4697623501601145,1.0,0.0,1.6112799353944902,-1.6057229401755964
1003,0.14528404627958852,-0.18366526766668637,1.0,0.0,0.5937410836639712,-0.5935775844749999
1004,1.5324531890531154,-1.681889035387576,1.0,0.0,1.7699142222288897,-1.767296539646119
1006,-0.3098564413897033,0.11232306435651881,1.0,0.0,-0.6108665325900047,0.6123906206087111
1007,-0.36378793371831647,0.2989318695274786,1.0,0.0,-0.7771241488786543,0.77763459928184
1009,-0.8444965922295993,0.12228168991388326,1.0,0.0,-0.04344726032542442,0.04391599498442415
101,-0.05518384587597681,0.03958923318006055,1.0,0.0,-0.1605953032228599,0.1615706977502739
1010,0.28263355621767366,-0.6338838394016701,1.0,0.0,1.886813713421735,-1.8799743128563615
1013,-0.3716033189595446,0.16326959284547057,1.0,0.0,-1.0693994791511718,1.0705818920791357
1014,0.11278756244898977,-0.23760785124750755,1.0,0.0,0.7424802139517858,-0.7417147871710759
1015,-0.1977476891990372,-0.03400648570130956,1.0,0.0,-0.3982903378610151,0.3985111022645035
1017,1.5662482597648915,-2.2147891551051124,1.0,0.0,2.8855769799374404,-2.8732560785433328
1019,2.43494039175926,-2.6804349011062323,1.0,0.0,4.513758910980386,-4.500769279838361
102,0.5662093366560357,-0.8968058590694601,1.0,0.0,2.756099335717223,-2.72410034348889
1020,0.10116640244392044,-0.10889838616337326,0.9996709320350482,0.0,-0.14504544511335188,0.14505651147044343
1021,0.25739339667316014,-0.29164742475298255,1.0,0.0,0.31048620901729296,-0.3102773068725691
1023,-0.25739339667316014,0.2270148694622979,1.0,0.0,-0.3101110731325196,0.3102773068725691
1025,-0.009182376103569721,0.008891936586945511,1.0,0.0,0.031156383849341846,-0.031096839678269064
1026,-0.009382871247713684,0.008355881575157525,1.0,0.0,-0.009773173484292158,0.009775918927349067
1027,0.009382871247713684,-0.01094837927512612,1.0,0.0,0.009781560365144213,-0.009775918927349067
1028,-0.049603322260372756,0.05475219535129162,1.0,0.0,-0.4870106310697594,0.4879784334816955
1029,-0.06991852159802654,0.07955909860414774,1.0,0.0,-0.6636462429235868,0.6653189025180908
103,-3.344194457993502,0.7504667818526782,1.0,0.0,-2.582782554850329,2.587014361193051
1030,0.17430228056831157,-0.17370821001751946,1.0,0.0,0.022293033705846777,-0.022261604413927206
1031,0.14738903932677636,-0.14699434988090082,1.0,0.0,0.02269158877217533,-0.022668237255584554
1032,0.139205161494793,-0.22279703939336476,1.0,0.0,0.17022541457693913,-0.170048038213209
1033,-0.2240727646765414,0.05555001130034513,1.0,0.0,-0.22769701391234093,0.2281010010931784
1034,0.14824843263473417,-0.36717712521636825,1.0,0.0,0.061930990695140936,-0.061386363408655595
1036,-0.23795982053101566,-0.0036839593239325046,1.0,0.0,-0.273986713541052,0.2741964099135672
1038,-0.5396106048208414,-0.010887696383121502,1.0,0.0,-0.5200893316148434,0.5257148366139114
1039,-0.4027934034902179,0.25281291931589517,1.0,0.0,-0.2765648286248164,0.2778865011435621
104,0.7473864973052238,-0.8290499277503883,1.0,0.0,0.7863405757005166,-0.785632772748604
1040,-0.4198338361836387,0.13413948673560364,1.0,0.0,-0.3057414734015897,0.30784353973186496
1041,0.0652203292944773,-0.12434850871195391,1.0,0.0,0.3269677401606507,-0.3267207901368045
1042,0.05271180196789076,-0.21958806828468913,1.0,0.0,0.143273162167493,-0.1430075414432419
1043,-0.11793213126236805,-0.08169592101512685,1.0,0.0,-0.46787284412587477,0.4697283315800464
1044,-0.12772541918008923,-0.09169185770884417,1.0,0.0,-0.32213693255755704,0.3229848418122729
1045,-0.1335737844238235,-0.16466041639988407,1.0,0.0,-0.40464759683537393,0.4065014198709335
1046,-0.19043954922278017,-0.03244397587449364,1.0,0.0,-0.5342035235765891,0.5365482013369044
1047,0.1574819197866459,-0.2677746662620597,1.0,0.0,0.35362616805851343,-0.3529238695983312
1048,-0.43602026313101067,0.3239976062905675,1.0,0.0,0.15947099390850555,-0.1592182849265637
1049,-0.29273331997021385,0.24538521818043033,1.0,0.0,-0.2904534787580982,0.29071748970227396
105,0.15127206643094362,-0.1679054777157682,1.0,0.0,2.600074251468217,-2.5982936584409027
1050,-0.14432053048210303,0.07714572476343179,1.0,0.0,0.2839984507080489,-0.2837755068805579
1051,-0.008359384789315662,-0.012460562481234633,1.0,0.0,0.01936569305929122,-0.01935521497482199
1052,-0.0506238894541647,-0.03231720644603066,1.0,0.0,-0.18657699795541574,0.186614464018026
1053,-0.24092974969680833,0.10625535266755576,1.0,0.0,-0.1878162008685651,0.1881180656500575
1054,-0.01115613996776447,0.009780074412142946,1.0,0.0,0.016941221938080862,-0.016920676753438432
1055,0.010595007156926886,-0.011971168398880875,1.0,0.0,-0.0020526033155933536,0.0020592793475795465
1056,0.039108711850955734,-0.0911507442569039,1.0,0.0,0.31654706725620085,-0.31650585631173367
1057,0.11766148119376506,-0.4521468904280836,1.0,0.0,-0.0703719514775495,0.07150275738006143
1058,0.12260038548391806,-0.45702529518861884,1.0,0.0,-0.06821609680566282,0.06931975672945709
1059,-0.11766148119376506,-0.19142426845307603,1.0,0.0,0.07156710453772676,-0.07150275738006143
106,-0.41357697078014216,-0.11022789132728048,1.0,0.0,-0.30796038464117403,0.3086865378240338
1061,0.022367528011952114,-0.10757885293838584,1.0,0.0,-0.12014440211452687,0.12016433016820627
1062,-0.27255661760391664,-0.0373026126462466,1.0,0.0,-0.058570438036251275,0.05869001833495964
1063,-0.008744023416202769,-0.004006856367279844,1.0,0.0,0.019776588291771872,-0.019769687002049185
1064,-0.09272411552957083,0.05308998977331998,1.0,0.0,-0.011809703057527274,0.012119689722899675
1065,0.09242301448373864,-0.11542067399797007,1.0,0.0,0.07620678844936601,-0.0754427124363414
1066,-0.015864613398122396,-5.159667842909079e-7,1.0,0.0,-8.881784033956199e-16,2.5000093484480006e-6
1067,0.010838795258185433,-0.07712783614284947,1.0,0.0,0.004576638433194929,-0.004405141080235616
1068,-0.02366024080855356,0.006878196630235295,1.0,0.0,-0.0430035858690592,0.04308680641695749
1069,-0.0896286067757932,0.02583125112674524,1.0,0.0,0.010531641744395293,-0.009937998490448505
107,0.15988637307771592,-0.33088383077463485,1.0,0.0,0.02872198549823556,-0.028613636874071376
1071,0.12026666496215736,-0.12358851207485735,1.0,0.0,-0.17775654079625997,0.17794557978855666
1073,0.0019290371209022402,-0.008046206419429566,1.0,0.0,-0.003109160536451451,0.0031096727335397337
1074,0.006719863204484089,-0.025242870209408907,1.0,0.0,-0.010897292543263262,0.010913656431793168
1075,-0.008648900325386328,-0.03687314487376419,1.0,0.0,0.014053125665602509,-0.014023329165332901
1076,-0.018342223411147246,0.004028638506845784,1.0,0.0,-0.007990888772276753,0.007995021072521842
1077,0.02192323418322515,-0.02374264273967624,1.0,0.0,-0.06980381797834662,0.06988419317319736
1078,-0.049388658915465775,0.02918985425553149,1.0,0.0,0.004901352413284568,-0.00486311896322866
