ind,alpha_g,qg,pg
1,0.9999999974704844,0.006617215869649166,7.768024930674961
10,1.000000009367364,0.6641053950302517,8.24955792908812
100,8.198314998134819e-7,1.5666695298226599e-6,3.365646355816592e-7
101,0.13047392985188658,0.24790047568561838,0.05435222522444366
102,0.2748362912825962,0.5221889623796542,0.11312596660285468
103,-6.344605133630945e-10,8.044189154576254e-10,-9.589022106627414e-9
104,-6.203007582616303e-10,8.075187961323916e-10,-9.584681905553324e-9
105,0.00217104900026881,0.0015197424949313794,0.00034378635077379874
106,0.0022405734568226874,0.0015684096092987501,0.00035364123508395965
107,0.0021294392859909157,0.0014906156508288873,0.0003270926829535507
108,0.9999999960756031,1.6000000015371991,0.37560560317895647
109,0.08110291069028447,0.07299262774336444,0.016979427531830182
11,1.0000000093602943,0.6823823362090082,8.155435084513163
110,0.0804895032089284,0.07244056097742436,0.01651543024300084
111,-5.914017220903866e-10,5.584625313032289e-10,-9.612878231259563e-9
112,-6.087415714502873e-10,5.871020349313923e-10,-9.616408749176142e-9
113,6.596787974002102e-9,2.6154810811640444e-8,-5.32803436552853e-9
114,0.9999999951596061,-0.1695517710074411,0.017691234071151387
115,0.999999995181058,-0.1667510961369855,0.017553169861843236
116,0.9999999974129821,0.08306038474496556,0.012042098149389125
117,0.9999999974085961,0.08550567194698139,0.012356526836889434
118,0.9999999974134769,0.08197972198503745,0.01184874028401377
119,0.9999999974100208,0.08542890840231696,0.01229095397211371
12,1.0000000061483314,-0.2999999968382222,1.0010291418913595
120,0.9999999974192393,-0.007680182885510178,0.004382574746949737
121,-9.162784821168282e-10,5.348539024865716e-9,-9.715633448683428e-9
122,-9.46159604416612e-10,6.002388789560114e-9,-9.684771717872065e-9
123,0.05137009586554503,0.04109608509630665,0.009746992416344141
124,0.28991014096886003,0.057982036312664464,0.010059942806991228
125,0.08961089197276163,0.08064981099387386,0.020002518325283963
126,0.08478347964749224,0.0847834877297108,0.019584186944755846
127,0.0891800329791825,0.08026203791389643,0.020086650343432457
128,-7.403295301776315e-10,-4.1082256345081804e-9,-9.616412847970519e-9
129,-7.46261288340147e-10,-4.105046470202861e-9,-9.618857711526993e-9
13,1.0000000061441494,-0.29999999675587086,0.9953200789309513
130,-6.324495748152978e-10,-3.9216836311734466e-9,-9.60617382209444e-9
131,-7.629926233658503e-10,-4.096409554339733e-9,-9.6347538688e-9
132,1.873586495053176e-9,1.3163193327245265e-8,-8.658744466793507e-9
133,2.1562914592390907e-9,1.3811059578956622e-8,-8.528725179743275e-9
134,1.0000000056052754,-0.03266862701370434,0.12959560501004486
135,1.0000000058598912,-0.06760258892725422,0.4356899654493611
136,1.0000000052940594,-0.07327901951411032,0.0771646860829625
137,-2.6654599033495574e-9,-1.5774165937098749e-9,-9.783771809065534e-9
138,-2.728972339831083e-9,-1.5697164789240157e-9,-9.785352232790023e-9
139,-2.68015755565227e-9,-1.4986321350657221e-9,-9.784171096963516e-9
14,1.0000000059161838,-0.019847397512596815,0.9058892657009818
140,-2.7114536381392897e-9,-1.460233450638056e-9,-9.784968263598357e-9
141,3.6673025944440914e-8,2.1135169675168244e-9,1.3816672100418969e-8
142,0.999999997933822,-0.09999956609449,0.3752850394592324
143,3.621825121165094e-8,2.2568461841623216e-9,1.3449881759278832e-8
144,0.9999999979067131,-0.09999942054629951,0.3614086746121041
145,1.0000000057983625,-0.054748023182885595,0.32130027486001084
146,0.9999999974704832,0.3069312137177697,1.4823624538701645
147,0.9999999974704832,0.32399948891376995,1.4884540632259309
148,0.29342531114788856,0.2640826517739515,0.5983702492285251
149,4.0806515751802257e-7,2.589292550965563e-7,6.448224486900674e-7
15,1.0000000086616487,1.2765117611904566,3.585965976727219
150,3.6397981994072574e-7,2.2824373952668802e-7,5.624157754170668e-7
151,4.1698464920478064e-7,2.664540759237268e-7,6.49317829279119e-7
152,0.9999999974704828,0.2730930279918999,1.25936567674714
153,0.999999997470483,0.3223844586492197,1.7404022316223968
154,0.9999999974704831,0.3394389502935818,1.836796702283982
155,0.9999999974704828,0.3327267033340209,0.8761551517189697
156,0.9999999974704827,-0.007657624821734392,0.39182590089352104
157,1.0000000056631724,-0.20000000290058556,0.5009302226222508
158,1.0000000056337057,-0.07729907034331819,0.12489331514642563
159,1.0000000058530814,-0.012812071147019759,0.3599041164837247
16,1.000000008664757,1.312803459102431,3.5948408156820193
160,1.000000005822969,-0.036780032859145564,0.277204328721837
161,1.0000000058649317,-0.022782462799434057,0.39264820020744834
162,1.00000000574151,0.012016862765110976,0.17976942909768295
163,1.0000000058981822,-0.13765278959146868,0.7409112052826582
164,1.000000005897906,-0.12581737031366602,0.7382683650432988
165,1.0000000059143481,-0.026326866552153144,0.9982682389296378
166,1.0000000058855576,0.0418964873557778,0.5956099104567034
167,1.0000000065438162,0.22608222987059587,1.2324447017604807
168,1.0000000058407281,-0.11373201834740639,0.3786830604374304
169,0.9999999974704828,-0.07452272892713352,0.38123897369102994
17,1.0000000086322662,1.3569367137817496,3.5040254372066704
170,0.9999999974704832,-0.006659777708367111,1.4235798624430132
171,0.9999999974704832,-0.09058088527870366,0.6558171613664411
172,1.0000000056205112,-0.04794448111647526,0.164278031390241
173,1.0000000058349052,0.012096152977468449,0.40330567293697833
174,1.0000000058340688,0.0047019279958379935,0.4007952018369055
175,1.0000000058067355,-0.022107859235488074,0.3364639967550482
176,1.000000005805259,-0.02290299427410148,0.3332730410865713
177,1.00000000580951,-0.02092555277294747,0.3423334185188348
178,1.0000000058421807,0.10439007171430913,0.37749958935485733
179,1.0000000058723129,-0.006912137796851515,0.5397712287011172
18,1.0000000086105723,-0.2040845756562046,3.430733675678259
180,1.0000000073528839,0.21117085520295797,1.6917401122650193
181,1.000000007434288,0.2157368368237334,1.7534473975560059
182,1.000000007338492,0.21172404415710372,1.6812110735889716
183,1.0000000058315535,-0.22088962239051768,0.3376591237244884
184,1.0000000058467748,-0.0999997235543185,0.36765345776057723
185,1.0000000058955905,-0.06908056539113142,0.6798932691666523
186,1.000000005897049,0.14603586761809786,0.6836997805894686
187,1.0000000058953404,0.14805171167138878,0.6663586476005398
188,1.000000005895989,0.14168687010213626,0.6728941983546266
189,1.000000005921091,0.09999995315787015,0.8372531160699548
19,1.0000000085926823,-0.168705628639404,3.3842662952916873
