ind,pt,pf
1,4.978029036585877,-4.967789047809726
10,0.14179502693436402,-0.14175265509135987
11,3.8955845276896026,-3.8859900503138443
12,3.8955845276896026,-3.8859900503138443
2,-0.05543467843040424,0.055442426660375695
3,-0.05543467843040424,0.055442426660375695
4,-0.05543467843040424,0.055442426660375695
5,4.732326387038117e-5,-4.732325827455651e-5
6,14.491425854976262,-14.173637356343141
7,9.23400842153636,-9.18538514224644
8,9.23400842153636,-9.18538514224644
9,0.14179502693436402,-0.14175265509135987
