ind,pt,pf
1,4.977866045185592,-4.967626727010862
10,0.23770737924850463,-0.2375882988761572
11,3.259970835016323,-3.2532518528683116
12,3.259970835016323,-3.2532518528683116
2,-0.052486479859023584,0.05249342576395335
3,-0.052486479859023584,0.05249342576395335
4,-0.052486479859023584,0.05249342576395335
5,0.0012332421554649012,-0.001233238627094863
6,14.491425854630451,-14.173637356125557
7,9.234008419600888,-9.185385140302776
8,9.234008419600888,-9.185385140302776
9,0.23770737924850463,-0.2375882988761572
