ind,pt,pf
1,0.02282084491902268,-0.02282062893319676
10,1.3326084514109329,-1.3288659674173589
11,0.8077089970113049,-0.8072965329527991
12,0.8077089970113049,-0.8072965329527991
2,-0.000662000424230713,0.0006620015494357792
3,-0.000662000424230713,0.0006620015494357792
4,-0.000662000424230713,0.0006620015494357792
5,-2.1162195218120683e-5,2.116219633768454e-5
6,14.491425856406908,-14.173637358066404
7,-0.011032976074688354,0.011033045630741522
8,-0.011032976074688354,0.011033045630741522
9,1.3326084514109329,-1.3288659674173589
