ind,pt,pf
1,-1.3633131795425992,1.3640820721957492
10,0.7261526259493929,-0.7250413788119583
11,0.27779921289309584,-0.27775042200202105
12,0.27779921289309584,-0.27775042200202105
2,-0.0014170080182135578,0.0014170131666186555
3,-0.0014170080182135578,0.0014170131666186555
4,-0.0014170080182135578,0.0014170131666186559
5,0.0019816992162003475,-0.0019816908252003073
6,5.294083521250707,-5.251670665532254
7,1.7566874452370855,-1.7549276881397213
8,1.7566874452370855,-1.7549276881397213
9,0.7261526259493929,-0.7250413788119583
