ind,alpha_g,qg,pg
1,1.000000008381677,0.3867565036833957,8.486054257581717
10,2.367529043521998e-9,9.34104579158016e-9,-6.915552213506793e-9
100,2.4789408981414104e-8,5.488247677500513e-8,9.666794946831232e-10
101,2.7909504120909216e-8,6.080682580322993e-8,2.1194712058658825e-9
102,3.127226644496726e-8,6.719135925923946e-8,3.3634585102375858e-9
103,6.150668202142175e-9,-1.2418303531360091e-8,-6.2664757851567625e-9
104,6.629268336420126e-9,-1.2912730433718664e-8,-6.17092780157413e-9
105,0.999999997471331,0.08617820045288672,0.5351422230039454
106,0.9999999974713576,0.07942795819535689,0.4984476392957638
107,0.9999999974713218,0.07929072012119336,0.497979949346861
108,1.0000000050132063,1.6000000047665737,0.884736635141392
109,0.9999999974707738,0.13976599754139452,0.6967100742580706
11,2.4256863100800926e-9,9.484562262244992e-9,-6.893122253361064e-9
110,0.9999999974707774,0.13597393756078263,0.6716014121781533
111,3.1437630152455173e-9,-9.623555445678508e-9,-6.868260657415921e-9
112,3.007193904242758e-9,-9.474948669045622e-9,-6.917270736771744e-9
113,7.355916176482203e-9,2.6923761045332674e-8,-4.548472709860546e-9
114,1.0000000048748325,-0.12044843722590287,0.35382486332164753
115,1.0000000048669762,-0.12124336275279987,0.3510635791131261
116,1.0000000050654054,0.040379658900888966,0.240841512305442
117,1.0000000050889415,0.04099494512881639,0.24713011664472334
118,1.0000000050486302,0.04052406875424184,0.2369743599750774
119,1.000000005084467,0.04202912738454219,0.24581864799549233
12,1.0000000065049333,0.5000000054165609,1.0010291414867276
120,1.0000000029448475,-0.014715119589468069,0.08765143438162641
121,-7.488981164369741e-10,1.4237320792898313e-9,-9.52449294680015e-9
122,-3.4273035376300965e-10,2.9055246013975923e-9,-9.457169558326078e-9
123,0.9568984810278558,0.7655187798276176,0.1815626541176068
124,0.9999999943747064,0.18718447090285584,0.034700234966292084
125,0.9999999974707703,0.155138948657221,0.769934895360513
126,0.9999999974708129,0.1603319173050916,0.7602696411186567
127,0.9999999974707766,0.15534531481097677,0.7613530275170229
128,5.24793103650966e-9,-1.1795029145295176e-8,-6.910437571636311e-9
129,4.93375116753581e-9,-1.1519896618781138e-8,-6.984136662488304e-9
13,1.0000000065033654,0.5000000054271045,0.9953200785271881
130,9.661123969783659e-9,-1.9567262477879736e-8,-5.085029230192659e-9
131,3.1046757590502546e-9,-9.926412761542884e-9,-7.439820030334581e-9
132,1.5323249039557406e-8,4.364066046141632e-8,-7.214459758482066e-10
133,1.9536876203126235e-8,5.3326148145971694e-8,1.4488677677002309e-9
134,0.9999999974704904,-0.09782861797546524,0.12408226221529359
135,0.9999999974890427,-0.09528408483380439,0.5729649599138422
136,0.9999999975031655,-0.09086697122765022,0.10147771425028161
137,-2.6201902278680774e-9,-6.807651891846215e-10,-9.783237630779199e-9
138,-2.6849858797703086e-9,-6.825990552214748e-10,-9.784832243357553e-9
139,-2.6365567136069656e-9,-6.55925644807589e-10,-9.783656104606841e-9
14,1.0000000024338493,-0.2972040720097058,0.9058892507218831
140,-2.6691505716622867e-9,-6.455468602969433e-10,-9.784468036604443e-9
141,-2.6676410887100646e-9,-6.09326326908465e-10,-9.78338515087806e-9
142,-2.6821697637258455e-9,-5.88105748916541e-10,-9.78376831702209e-9
143,-2.6044622562667896e-9,-5.616885666912695e-10,-9.781867408135442e-9
144,-2.586525996396112e-9,-5.529855841529375e-10,-9.78144063442144e-9
145,0.9999999974704802,-0.06317273343755779,0.04747221377488734
146,-1.8487392138471874e-9,7.149015849280158e-10,-9.831152033960374e-9
147,-1.8492955408496723e-9,7.256742586685503e-10,-9.83049252910126e-9
148,-1.846950791939962e-9,7.073730795472388e-10,-9.831968559916836e-9
149,-2.5191221325195327e-9,2.6672328656451086e-9,-9.834623666642146e-9
15,1.000000006917675,0.36775350506858034,1.422427320598439
150,-2.5268555197345987e-9,2.6531136130048423e-9,-9.834111761908938e-9
151,-2.520890253118995e-9,2.678606508558057e-9,-9.834168342461091e-9
152,-1.803209256122389e-9,3.260702138099776e-10,-9.83955476785281e-9
153,-1.793059505840061e-9,3.1937618264577284e-10,-9.84000506941551e-9
154,-1.8106676292103148e-9,3.222465543451313e-10,-9.839230121422428e-9
155,-2.4515404478004744e-9,1.6152550663033033e-10,-9.836131817001583e-9
156,-3.2918250300743687e-9,-4.97717501657647e-11,-9.822881340857612e-9
157,-2.9450146904386948e-9,-3.5436955954097695e-10,-9.797301863831452e-9
158,0.9999999975010033,0.005519620381948851,0.16424461259855422
159,0.9999999974704826,0.0032603662052805835,0.1518609716398958
16,1.0000000069240917,0.4069181632149261,1.4259476589056905
160,0.9999999975993638,0.03745397456256332,0.36454710101763105
161,5.051748505593941e-8,7.890427943124598e-10,2.2715542155088754e-8
162,0.9999999975631859,0.027213682890912437,0.2364118707291107
163,0.9999999975840596,-0.00458548956655944,0.7012459276444426
164,0.9999999975532092,-0.005467940655694609,0.6987442137910727
165,0.9999999974704835,0.006873691677245087,0.6883600029602281
166,0.9999999978400862,0.019083959757009456,0.5956096637914549
167,0.9999999979825475,0.1489918350131323,1.2324443346904745
168,0.9999999977932263,0.07495732027032681,0.3786828802936755
169,-2.6801297545065046e-9,-9.581986662286595e-11,-9.80741543967089e-9
17,1.0000000068571702,0.4262971105629259,1.3899243735973543
170,-1.9429963852058554e-9,-6.479945402720982e-10,-9.831626091589302e-9
171,-2.7236777341924974e-9,-5.496506822721478e-10,-9.818807551700017e-9
172,0.9999999974687658,-0.01195652269294604,0.008214642174452502
173,0.9999999974704827,-0.029962619239511636,0.07249099005357766
174,0.9999999974704827,-0.028503642406037207,0.07140781551326741
175,0.9999999974704792,-0.01733060035535339,0.01754900930848203
176,0.999999997470481,-0.017493527443780736,0.018088642510280157
177,0.9999999974704779,-0.01746913036103396,0.017664709021160463
178,0.9999999975208235,-0.02499289629569511,0.3774984160503241
179,0.9999999974704832,0.028621136705592725,0.39106780195219526
18,0.9999999974786031,0.46410019828570115,3.4306676367761537
180,0.9999999974704826,-0.06540186911482321,0.30613315776107103
181,0.9999999974704826,-0.0650927294785303,0.28213978243096816
182,0.9999999974704826,-0.06540801682584632,0.321521203581557
183,0.9999999981193697,0.028427780200766795,0.33765904576864536
184,0.9999999981739179,0.03352686525435652,0.36765337978431606
185,0.9999999975525019,0.002806668769505255,0.6798919748166823
186,0.999999997875853,0.003210168283004417,0.68369952306475
187,0.9999999978636508,5.067917743621587e-6,0.6663583885940304
188,0.9999999978646846,0.0021181445224855325,0.6728939375117018
189,0.9999999974704827,0.030023473895166013,0.3056147796365874
