ind,pt,pf
1,2.2872789544487304,-2.285117116711788
10,1.188513068804964,-1.185536178772755
11,1.2725044509643666,-1.271480698626627
12,1.2725044509643666,-1.271480698626627
2,-0.014342931110050998,0.014343450340868312
3,-0.014342931110050998,0.014343450340868312
4,-0.014342931110050998,0.014343450340868312
5,0.0019855875304275127,-0.00198557832573287
6,7.039116705960869,-6.964135525345707
7,-0.011032799488498564,0.011032869994856255
8,-0.011032799488498564,0.011032869994856255
9,1.188513068804964,-1.185536178772755
