ind,pt,pf
1,-1.7967172109354757,1.7980531597202771
10,0.2945261912363521,-0.2943433798925494
11,0.5048081405098307,-0.5046470279853063
12,0.5048081405098307,-0.5046470279853063
2,-0.0012709453697102538,0.0012709496552221053
3,-0.0012709453697102538,0.0012709496552221053
4,-0.0012709453697102538,0.0012709496552221053
5,-0.00047981599999890966,0.0004798165670104227
6,2.614489410687961,-2.604145381721523
7,-0.011032828160866632,0.011032897981582851
8,-0.011032828160866632,0.011032897981582851
9,0.2945261912363521,-0.2943433798925494
