ind,pt,pf
1,-2.4611991412206957,2.4637073464791834
10,0.5003250939724744,-0.4997975485230178
11,0.18475881581020545,-0.18473723337832218
12,0.18475881581020545,-0.18473723337832218
2,-0.012553519119505875,0.012553917100915355
3,-0.012553519119505875,0.012553917100915355
4,-0.012553519119505875,0.012553917100915355
5,8.233266966622549e-5,-8.233265272207925e-5
6,5.327531907740243,-5.284581423211226
7,0.49373013630097706,-0.49359112665857413
8,0.49373013630097706,-0.49359112665857413
9,0.5003250939724744,-0.4997975485230178
