ind,shunt_bigM
100,1.0000000055118259
101,-5.448165440956517e-9
102,-5.457192199913864e-9
103,1.0000000055327851
104,-5.499118989727631e-9
105,1.0000000054137426
106,-5.525092482607305e-9
107,-5.423605960002444e-9
108,1.000000005117321
109,-5.4884255865744815e-9
110,-5.289020847000349e-9
111,-5.441002315245615e-9
112,-5.026493152313277e-9
113,-5.5213787996062565e-9
114,-5.505299636304344e-9
115,-5.484367031360654e-9
116,-5.462323452462392e-9
117,-5.435375549187615e-9
118,-5.4476940893977675e-9
119,1.0000000054021747
120,1.0000000054710727
121,1.0000000059075502
122,1.0000000054731328
123,-5.278321314617557e-9
124,1.0000000054550193
125,1.0000000053304472
126,1.0000000055359304
127,1.0000000054893832
128,1.0000000055002052
129,-5.425514027350128e-9
130,-5.385906110720333e-9
131,1.0000000055391556
132,1.0000000055480196
133,-5.4097195442585006e-9
134,1.0000000054801528
135,1.000000005471945
136,-5.401593991735545e-9
137,1.0000000054727216
138,1.0000000056461447
139,1.0000000054746587
140,1.0000000057254335
141,-5.397908799672183e-9
142,-5.420221252543974e-9
143,1.0000000055302103
144,1.0000000054832219
145,1.0000000055747778
146,1.0000000055571343
147,-5.444382607467076e-9
148,-5.425664558735785e-9
149,1.0000000053870977
150,1.0000000069221162
151,1.0000000050463447
152,1.000000005515066
153,1.00000000546026
154,1.00000000544496
155,1.0000000054354723
156,1.00000000541086
157,-5.475824115657431e-9
158,-5.4545460636794025e-9
159,1.000000005379174
160,-5.506385334878519e-9
161,1.0000000058040979
162,-5.557529246988393e-9
163,1.0000000054545455
164,1.0000000057109908
165,1.0000000055989402
166,1.0000000056837748
167,-5.4545454335259145e-9
168,1.0000000054545455
169,1.0000000054817941
170,1.0000000054773421
171,-3.3567802639202066e-9
172,1.0000000056377103
173,-5.32057134664911e-9
174,1.0000000057873522
175,-5.480837351462866e-9
176,-5.42281697215639e-9
177,-5.454172418584777e-9
178,-5.4541762491703316e-9
179,-5.454347513552177e-9
180,-5.454341518820628e-9
181,-5.45561383859651e-9
182,1.000000005454546
183,-5.456093586624298e-9
184,1.000000005467229
185,-5.455036865088823e-9
186,1.0000000054545455
187,-5.441778450555953e-9
188,-5.455521835258963e-9
189,-5.45479835760418e-9
190,1.0000000054479359
191,-5.629010360349594e-9
192,-5.455070454680017e-9
193,-5.476503847824603e-9
194,-5.4711809034306625e-9
195,-5.474367057989042e-9
196,-5.454499900252922e-9
197,1.0000000054408273
198,1.0000000054456621
199,1.0000000055794362
200,-5.4645239933848175e-9
201,-5.643452020876935e-9
202,-5.457438405516483e-9
203,-5.455425283646201e-9
204,-5.4553843778039284e-9
205,-5.454788191593303e-9
206,-5.455075364953831e-9
207,-5.456144204513196e-9
208,-5.266985189950029e-9
209,-5.455347809915276e-9
210,-5.4552305430677944e-9
211,-5.45329674931942e-9
212,-5.4551557816940405e-9
213,-5.454854552378255e-9
214,-5.452691145088684e-9
215,-5.454004628741172e-9
216,-5.455207607334505e-9
217,-5.456016467331657e-9
218,-5.459650587197868e-9
219,-5.455315107616739e-9
220,-5.459445267798219e-9
221,-5.458932208062141e-9
222,1.00000000545331
223,-5.4551489750513065e-9
224,-5.4549699069589135e-9
225,-5.461313289355396e-9
226,-5.458354588383561e-9
227,-5.459213867027704e-9
228,-5.459442569704562e-9
229,-5.454545506525945e-9
230,-5.454545525726416e-9
231,-5.2448358721776186e-9
232,-5.255470856381316e-9
233,-5.385301468860807e-9
234,-5.456953595072316e-9
235,-5.456953670020615e-9
236,-5.548640750492903e-9
238,-5.392648167565526e-9
239,-5.389509194934911e-9
240,-5.3707396985494035e-9
241,-5.357459076830364e-9
242,-5.417888491872761e-9
243,-5.420946586925032e-9
244,-5.202332800271126e-9
93,-5.666256022670397e-9
94,-5.650757460470922e-9
95,-5.4694944227410095e-9
96,-5.444522591590563e-9
97,1.0000000056232314
99,1.0000000054877032
