ind,qf,qt,tm,ta,pt,pf
1,0.0468005241855946,-0.058895084380917666,1.0,0.0,0.1116842384667693,-0.11135949954576523
10,4.511393124210799,-3.637222627869871,1.0,0.0,17.907617080638353,-17.803558768485598
100,-0.003687623999360681,-0.015442684804599592,1.0,0.0,0.26658469817449304,-0.26306498287241614
1000,0.3600797528384326,-0.37617067542474136,1.0,0.0,2.097081771533762,-2.0918210327453752
1001,0.145199593497558,-0.15420711025801734,1.0,0.0,-1.5967420286055107,1.5996845275247022
1002,-0.41695839547740016,0.4698114529401559,1.0,0.0,2.6925486685187585,-2.677797953438066
1003,-0.03168345888762805,-0.0015131323414311847,1.0,0.0,1.3102589820486714,-1.309544680830223
1004,0.8646219411122605,-0.9226249444639979,1.0,0.0,4.7896194534912215,-4.779070500689982
1006,-0.07927819771319712,-0.05507077563822869,1.0,0.0,-1.6349425618075812,1.6446000487859846
1007,-0.0630115903568627,0.024387099605583242,1.0,0.0,-2.036924790177805,2.0398374612528163
1009,-0.7678897611146588,0.034800115770601034,1.0,0.0,-0.5122141428887708,0.5130320065699543
101,-0.033928224113387334,0.018040147766060777,1.0,0.0,-0.15771409893407592,0.15859958001629318
1010,-0.05207154251007055,-0.19628649336475,1.0,0.0,3.3029105676150476,-3.2830773640198903
1013,-0.13386562342096517,-0.054152699503859036,1.0,0.0,-1.8670123271668266,1.8704584197584389
1014,-0.15530892267163585,0.08220785156913832,1.0,0.0,1.9764886910331112,-1.971392675947328
1015,-0.10935238791075529,-0.10708101044379269,1.0,0.0,-0.6948968464419886,0.695554886627409
1017,1.8337697358907152,-1.6822869224731687,1.0,0.0,8.858503123209443,-8.774690344698799
1019,1.882857837827807,-1.9304923953116995,1.0,0.0,7.748023376779951,-7.717794711868847
102,0.6800419510737412,-1.0628561823566722,1.0,0.0,2.3813337849664706,-2.3556401113550374
1020,0.18362383343768515,-0.18994024058171777,1.0079545842040116,0.0,-0.2529878278215182,0.2530218895715373
1021,0.2712989962418241,-0.3040321018061376,1.0,0.0,0.678213908047486,-0.6775776758157522
1023,-0.2712989962418241,0.24261767948718255,1.0,0.0,-0.6770341669600484,0.6775776758157522
1025,-0.030089392763037313,0.031009046733053512,1.0,0.0,0.10255240274784769,-0.10190009777587805
