ind,pt,pf
1,-0.5120134546819284,0.5121218314524526
10,0.2629467295580575,-0.26280101860280985
11,0.2878537269972466,-0.2878013398148579
12,0.2878537269972466,-0.2878013398148579
2,0.0006615985300876387,-0.0006615972373764281
3,0.0006615985300876387,-0.0006615972373764281
4,0.0006615985300876387,-0.0006615972373764281
5,0.001975758272220435,-0.0019757490866241273
6,5.358598526607309,-5.315145664328325
7,0.31355514334322143,-0.3134990777380849
8,0.31355514334322143,-0.3134990777380849
9,0.2629467295580575,-0.26280101860280985
