ind,pt,pf
1,-0.6486741342876808,0.6488481032348774
10,0.9409196884111548,-0.9390539104456854
11,0.24573789898612924,-0.2456997201447033
12,0.24573789898612924,-0.2456997201447033
2,-0.002458256270488548,0.0024582717405315455
3,-0.002458256270488548,0.0024582717405315455
4,-0.002458256270488548,0.0024582717405315455
5,-0.0006545532186538357,0.0006545542630304734
6,6.292140645512307,-6.232228788282648
7,1.958193679397557,-1.956007050712626
8,1.958193679397557,-1.956007050712626
9,0.9409196884111548,-0.9390539104456854
