ind,vmfilt,qpr_fr,ppr_fr,qconv,iconv,pgrid,qtf_to,phi,vaconv,pconv,ptf_to,vmconv,vafilt,pdc,qgrid
1,0.9252656021902195,1.6455974721205764,-1.7412527481080906,1.5450278777099231,2.589331888224568,-1.7354867580285465,-1.6455974721205764,1.57079633750286,0.7336551292837508,-1.7446050679217788,1.7412527481080906,0.899999990698326,0.7012965017634689,1.759184463688592,1.8467366609418774
10,1.1000000108315986,-0.14191443216943608,-3.7680239222406455,-0.14191443216943608,3.4279048976443938,-3.7680239222406455,0.14191443216943608,1.57079633750286,-0.027116441301244923,-3.7680239222406455,3.7680239222406455,1.1000000108315986,-0.027116441301244923,3.893871744271227,-0.14191443216943608
11,1.100000009835388,1.6569931315326192e-9,4.044766040425226,1.6569931315326192e-9,3.67706000387265,4.044766040425226,-1.6569931315326192e-9,1.57079633750286,0.0,4.044766040425226,-4.044766040425226,1.100000009835388,0.0,-3.9025565905309723,1.6569931315326192e-9
12,1.100000009835388,1.6569931315326192e-9,4.044766040425226,1.6569931315326192e-9,3.67706000387265,4.044766040425226,-1.6569931315326192e-9,1.57079633750286,0.0,4.044766040425226,-4.044766040425226,1.100000009835388,0.0,-3.9025565905309723,1.6569931315326192e-9
13,1.098032771810523,0.3657525970902276,-1.1068958780748634,0.3657525970902276,1.0616793715591433,-1.1068958780748634,-0.3657525970902276,1.57079633750286,0.20477849209041582,-1.1068958780748634,1.1068958780748634,1.098032771810523,0.20477849209041582,1.13150743289527,0.3657525970902276
14,1.098032771810523,0.3657525970902276,-1.1068958780748634,0.3657525970902276,1.0616793715591433,-1.1068958780748634,-0.3657525970902276,1.57079633750286,0.20477849209041582,-1.1068958780748634,1.1068958780748634,1.098032771810523,0.20477849209041582,1.13150743289527,0.3657525970902276
15,1.099999992871944,3.261291083677303e-25,1.1586460277146593,3.261291083677303e-25,1.0533145774752224,1.1586460277146593,-3.261291083677303e-25,1.57079633750286,0.0,1.1586460277146593,-1.1586460277146593,1.099999992871944,0.0,-1.1342185502011803,3.261291083677303e-25
16,1.099999992871944,3.393789129512241e-25,1.1586460277146593,3.393789129512241e-25,1.0533145774752224,1.1586460277146593,-3.393789129512241e-25,1.57079633750286,0.0,1.1586460277146593,-1.1586460277146593,1.099999992871944,0.0,-1.1342185502011803,3.393789129512241e-25
17,0.9857879014800808,1.1685540202200366,-2.014816815876249,1.1685540202200366,2.3627436225973764,-2.014816815876249,-1.1685540202200366,1.57079633750286,0.6384612480510332,-2.014816815876249,2.014816815876249,0.9857879014800808,0.6384612480510332,2.0964910051934598,1.1685540202200366
18,0.9857879014800808,1.1685540202200366,-2.014816815876249,1.1685540202200366,2.3627436225973764,-2.014816815876249,-1.1685540202200366,1.57079633750286,0.6384612480510332,-2.014816815876249,2.014816815876249,0.9857879014800808,0.6384612480510332,2.0964910051934598,1.1685540202200366
19,1.0701625882394346,-0.24259042817277635,2.1629272399914328,-0.24259042817277635,2.0337928297905754,2.1629272399914328,0.24259042817277635,1.57079633750286,-0.4528728607469739,2.1629272399914328,-2.1629272399914328,1.0701625882394346,-0.4528728607469739,-2.0992772268845776,-0.24259042817277635
2,1.0337951779271484,0.6177357469901309,1.7739925249827966,0.5682100654303951,1.817061392463396,1.7768319973922206,-0.6177357469901309,1.57079633750286,-0.7647482511994189,1.7723416689308051,-1.7739925249827966,1.0242900544387608,-0.7399077818149496,-1.7604651406115557,0.7167871101095679
