ind,va,qb_ac_pos_vio,vm,qb_ac_neg_vio
100,0.035042665031032344,-9.990908858111925e-9,1.0081447426453647,-9.990909320109245e-9
1000,-0.8547523169818486,-9.990922580333142e-9,1.0560808010571088,-9.99089556469808e-9
10001,-0.006024708557617156,-9.990903355241456e-9,1.0096350663194016,-9.990914819228618e-9
10002,-0.08311880316026098,-9.990901933669106e-9,0.9355577392668306,-9.990916236787221e-9
10003,-0.07802682685106796,-9.9909033851036e-9,1.0574421371197305,-9.990914792910969e-9
10004,0.17493895283422306,-9.990906173164252e-9,1.0497785998449884,-9.990912006664598e-9
10005,0.17924971873448958,-9.990905759218483e-9,0.9571340971303025,-9.990912420041524e-9
10006,0.036999091957430834,-9.990905283155393e-9,1.1000000082937766,-9.990912898826858e-9
10007,0.03916594682669713,-9.99090512387761e-9,1.1000000085121924,-9.990913054368977e-9
10008,0.5245487797441929,-9.99090198107593e-9,1.0791102784486282,-9.990916186070177e-9
10009,0.5247443701464869,-9.99090207641645e-9,1.0791924431454587,-9.990916087555559e-9
1001,-0.3295462695231165,-9.990929293609445e-9,0.9718984455430013,-9.990888794383076e-9
10010,0.6662019943226567,-9.990908966388584e-9,1.0365852268882625,-9.990909208371916e-9
10011,0.6753914363956534,-9.990908956923606e-9,1.0345324225140087,-9.99090922130561e-9
10012,0.6733192900280645,-9.990908960097873e-9,1.0350542160321694,-9.990909221601176e-9
10013,0.03764614896430752,-9.990907764663194e-9,1.100000009074096,-9.990910416653711e-9
10014,0.04556780436705919,-9.990907706160046e-9,1.1000000101486156,-9.990910475122028e-9
10015,0.601309793285638,-9.990915034172796e-9,1.052619629484327,-9.990903139744121e-9
10016,0.5981659766769793,-9.990915048450886e-9,1.0519652421040482,-9.990903125428563e-9
10017,0.6043992514612647,-9.990915045318467e-9,1.0540728937145494,-9.990903132047757e-9
10018,0.6125767315794493,-9.990914654446276e-9,1.056262193027463,-9.990903513495204e-9
10019,-0.131806907870622,-9.990876797345839e-9,1.0748733343973402,-9.990941153098817e-9
10020,-0.13246356790622654,-9.990876723903877e-9,1.0748397397702871,-9.990941232397148e-9
10021,0.18270466183989195,-9.990908943104758e-9,1.0577865236741097,-9.990909238593012e-9
10022,0.18343954237810076,-9.990908955546906e-9,1.0574790985589944,-9.9909092261517e-9
10023,-0.09596730832332405,-9.990907242349766e-9,1.046116770021051,-9.990910935133485e-9
10024,-0.09413851834891367,-9.990907226119408e-9,1.0465216460772213,-9.990910958286651e-9
10025,-0.13803075301874038,-9.990900946362009e-9,1.0126728246797287,-9.990917224236849e-9
10026,-0.13769262579998093,-9.990900948253046e-9,1.0127374475450361,-9.99091721542607e-9
10027,0.692492336407684,-9.990909089059083e-9,1.000007413868187,-9.990909092643635e-9
10028,0.625909910064212,-9.990907113755739e-9,1.0216064673089214,-9.990911070555354e-9
10029,-0.16075246551306888,-9.99087685161671e-9,1.0289867910211843,-9.990941103059719e-9
1003,-0.38283507448183746,-9.990933167879068e-9,0.9266381287147654,-9.990884889097754e-9
10031,0.7384983311293909,-9.990903045496739e-9,0.9712887187309976,-9.990915128171857e-9
10032,0.7387235289474582,-9.9909030481459e-9,0.9713299675281023,-9.990915125529728e-9
10033,0.7376552558861552,-9.99090303821295e-9,0.9710956112266008,-9.990915135445512e-9
10034,0.6344684859967953,-9.99089833840057e-9,1.0444627604553867,-9.990919821388092e-9
10035,0.6361319628993891,-9.990898382116154e-9,1.0426496884704826,-9.990919774408768e-9
10036,0.6368771833567379,-9.990898568003288e-9,1.0428245213196843,-9.990919585949575e-9
10037,0.5918927263931254,-9.990909245863395e-9,0.9569314569710767,-9.99090893236449e-9
