ind,shunt_bigM
100,1.0000000075226763
101,1.0000000064377437
102,-5.206526141630538e-9
103,1.0000000068333255
104,1.0000000058072809
105,1.0000000057133502
106,-7.23803610126423e-9
107,-6.5121026651249465e-9
108,0.05004579733131766
109,-4.2910478237654264e-9
110,-5.031139047555783e-9
111,-5.4217451913996885e-9
112,-4.355093204671007e-9
113,-7.55535169657828e-9
114,-7.412859582867975e-9
115,-6.161013540033695e-9
116,-5.720082579119579e-9
117,1.0000000061803325
118,-5.220024202377914e-9
119,-5.433391198041476e-9
120,-5.79830387650931e-9
121,1.0000000054010991
122,1.0000000056273686
123,1.0000000059280363
124,1.0000000057013236
125,-3.7384094954151264e-9
126,1.0000000057726108
127,1.000000005755607
128,1.0000000085550946
129,-1.865463883048615e-9
130,-5.368145492350744e-9
131,1.000000005600683
132,1.000000005610725
133,1.0000000056937999
134,1.000000005705116
135,1.0000000056710876
136,1.0000000068233088
137,1.0000000057362168
138,1.0000000060294705
139,-4.549482031580202e-9
140,1.0000000090243941
141,-5.1958730907870765e-9
142,-5.194750750818637e-9
143,1.000000006596722
144,1.0000000054148024
145,1.0000000057527463
146,1.0000000057485778
147,-6.637352933337858e-9
148,-5.518005841935188e-9
149,-4.762635098210593e-9
150,1.0000000071940496
151,1.0000000077079245
152,1.0000000068420523
153,1.0000000051566755
154,1.0000000053809743
155,-5.3132718966488035e-9
156,1.0000000053285172
157,-5.453368524698742e-9
158,1.0000000086635927
159,1.0000000043406259
160,-5.378428840283634e-9
161,1.000000008849776
162,1.0000000086799086
163,1.0000000062473324
164,1.0000000084873322
165,1.0000000059851086
166,1.000000006397648
167,-8.406722363336923e-9
168,1.0000000054545455
169,1.0000000054868943
170,1.0000000054775486
171,1.0000000062352596
172,1.0000000074138238
173,-5.132297142478502e-9
174,-9.53690889363193e-9
175,-5.446504422382368e-9
176,-5.3911835751790386e-9
177,-5.463347199038305e-9
178,-5.463327105656968e-9
179,-5.462291166655156e-9
180,-5.462453469274799e-9
181,-5.454593298061651e-9
182,-5.717014055366885e-9
183,-5.455328103409761e-9
184,1.000000005742147
185,-5.4549017554396745e-9
186,1.0000000054545455
187,1.0000000056638154
188,-5.455025470705397e-9
189,-5.460725061905662e-9
190,-5.5475707149437125e-9
191,1.0000000063661785
192,-5.460497451207172e-9
193,1.0000000056646152
194,1.0000000056216611
195,-5.358508212173976e-9
196,-5.458818014076143e-9
197,-5.613033454151933e-9
198,-5.573159026207956e-9
199,-6.1355223441920624e-9
200,-5.443730340398115e-9
201,1.0000000057294403
202,-5.455197307378199e-9
203,-5.456337121549879e-9
204,-5.455826618560622e-9
205,-5.454756351695151e-9
206,-5.454610619790755e-9
207,-5.454814560632474e-9
208,1.0000000054051954
209,-5.4551402326330055e-9
210,-5.4566308007159325e-9
211,-5.457267821015789e-9
212,-5.456118331837015e-9
213,-5.455355008389277e-9
214,-5.458013560910596e-9
215,-5.455374811215787e-9
216,-5.455490678525975e-9
217,-5.454939972397876e-9
218,-5.4677709177793435e-9
219,-5.454671765503537e-9
220,-5.4674995414746695e-9
221,-5.451129082444809e-9
222,-5.020445869118361e-9
223,-5.42894964679217e-9
224,-5.4210501819706585e-9
225,-5.424224938537496e-9
226,-5.46168208162748e-9
227,-5.459360512763487e-9
228,-5.458381184744104e-9
229,1.0000000054791862
230,-5.454545521487891e-9
231,-5.060687398329368e-9
232,-5.0811723570786184e-9
233,1.0000000054394176
234,-5.451802258753653e-9
235,-5.451989348446393e-9
236,-5.555143453634799e-9
238,-5.38948136001314e-9
239,-5.386129650840341e-9
240,1.0000000052022373
241,1.0000000053452427
242,-5.534716767262283e-9
243,-5.381924639163123e-9
244,1.0000000047142188
93,-6.231446549461083e-9
94,-6.25890918106324e-9
95,1.0000000054517744
96,-5.449755044995795e-9
97,-6.243885617676041e-9
99,1.0000000076822066
