ind,pt,pf
1,-2.3396491858736486,2.3419155376113987
10,0.25851345687661537,-0.25837261784402565
11,0.2104444295958547,-0.21041642938729574
12,0.2104444295958547,-0.21041642938729574
2,0.00011351474681914012,-0.0001135147075569646
3,0.00011351474681914012,-0.0001135147075569646
4,0.00011351474681914012,-0.0001135147075569646
5,0.001979639115807501,-0.001979629887195095
6,1.792501585827688,-1.7876393598057432
7,0.049115695627221276,-0.04911431878748149
8,0.049115695627221276,-0.04911431878748149
9,0.25851345687661537,-0.25837261784402565
