ind,pt,pf
1,-0.6756239893355996,0.6758127181866982
10,0.7339398873491112,-0.7328046782526602
11,0.24908703339829946,-0.24904780680090968
12,0.24908703339829946,-0.24904780680090968
2,-0.003507016692496382,0.0035070479450247075
3,-0.003507016692496382,0.0035070479450247075
4,-0.003507016692496382,0.0035070479450247075
5,-0.0009821347477510186,0.0009821370392836346
6,5.458166905048509,-5.413084241800875
7,0.7480081654453176,-0.7476891022789511
8,0.7480081654453176,-0.7476891022789511
9,0.7339398873491112,-0.7328046782526602
