ind,pt,pf
1,-0.21709563790188272,0.217115117262544
10,0.9921251428750176,-0.9900507655829692
11,0.6553170826567821,-0.6550455767002905
12,0.6553170826567821,-0.6550455767002905
2,-0.06898388902879907,0.06899588847556104
3,-0.06898388902879907,0.06899588847556104
4,-0.06898388902879907,0.06899588847556104
5,4.086775151374475e-5,-4.086774733875941e-5
6,14.4914258564148,-14.173637358076077
7,9.234008422075664,-9.185385142872507
8,9.234008422075664,-9.185385142872507
9,0.9921251428750176,-0.9900507655829692
