ind,pt,pf
1,-1.5131968542728087,1.5141442235933626
10,0.29282966941413296,-0.2926489580363419
11,0.17157864121931982,-0.17156002857738303
12,0.17157864121931982,-0.17156002857738303
2,-0.0016655108637283803,0.0016655180980281914
3,-0.0016655108637283803,0.0016655180980281914
4,-0.0016655108637283803,0.0016655180980281914
5,0.00198437762837858,-0.0019843688157999266
6,5.275566737329727,-5.2334500520367655
7,0.38050450331310115,-0.3804219404961388
8,0.38050450331310115,-0.3804219404961388
9,0.29282966941413296,-0.2926489580363419
