ind,pt,pf
1,-1.9570250436216592,1.958610231358004
10,0.9799162034409067,-0.9778925660490063
11,0.24180907432769358,-0.24177210665274793
12,0.24180907432769358,-0.24177210665274793
2,-0.0006619879466837188,0.0006619891116520866
3,-0.0006619879466837188,0.0006619891116520866
4,-0.0006619879466837188,0.0006619891116520866
5,-3.1460555821095855e-5,3.146055829507284e-5
6,5.350338637891193,-5.307019632252813
7,0.554221855081022,-0.5540466965904443
8,0.554221855081022,-0.5540466965904443
9,0.9799162034409067,-0.9778925660490063
