ind,pt,pf
1,-1.7578329204841656,1.759111628757414
10,0.5960778937631694,-0.595329102315839
11,0.18077051564347701,-0.1807498555223798
12,0.18077051564347701,-0.1807498555223798
2,-0.00267770716432671,0.00267772532902964
3,-0.00267770716432671,0.00267772532902964
4,-0.00267770716432671,0.00267772532902964
5,0.001985527260401025,-0.0019855188222207224
6,5.107764120779147,-5.068284078938899
7,1.3276968740327337,-1.3266916529018273
8,1.3276968740327337,-1.3266916529018273
9,0.5960778937631694,-0.595329102315839
