ind,va,qb_ac_pos_vio,vm,qb_ac_neg_vio
100,-0.13276158290924994,-9.974937688506319e-9,1.0171255446114023,-9.974944239468918e-9
1000,-0.21007900877440125,-9.97495545092074e-9,0.9841227224644178,-9.974926461142236e-9
10001,-0.014093092623857394,-9.97493942438894e-9,1.099999960395672,-9.974942504253315e-9
10002,-0.17178702722995012,-9.974936826698215e-9,1.0334679572765575,-9.974945100767323e-9
10003,-0.16141589854899185,-9.974937147524244e-9,1.0343640679830055,-9.974944780144882e-9
10004,-0.025701281755263223,-9.974938218665001e-9,1.007887821049905,-9.974943709564936e-9
10005,-0.021169497588246006,-9.974938373041522e-9,1.0069124157027969,-9.974943555254153e-9
10006,0.029866847368797248,-9.974940356655422e-9,1.0115889918418617,-9.974941572146616e-9
10007,0.02574973709581575,-9.974940340068195e-9,1.0123643921878664,-9.974941588732213e-9
10008,-0.04265403083039746,-9.97492019616874e-9,1.0472358527142271,-9.974961698295427e-9
10009,-0.0425597426272209,-9.974920282347226e-9,1.0472519840160897,-9.974961612401333e-9
1001,-0.00413767994917695,-9.974949797917257e-9,0.9941169047059814,-9.974932124682113e-9
10010,0.0843931658215471,-9.974940105814343e-9,1.0003400064184753,-9.974941822958341e-9
10011,0.08761520840248917,-9.974940117547999e-9,0.9991006404731608,-9.974941811226283e-9
10012,0.0868215718886471,-9.974940117549061e-9,0.9995330722654211,-9.974941811225221e-9
10013,-0.0974553796472916,-9.974939489120478e-9,0.9575350821606582,-9.97494243953735e-9
10014,-0.09039179715222011,-9.974939401046042e-9,1.0503409457275161,-9.97494252759043e-9
10015,0.07316642264038797,-9.974939858655252e-9,1.0052556908660575,-9.974942070078688e-9
10016,0.07188784484248227,-9.974939841719072e-9,1.0059155461061084,-9.974942087011858e-9
10017,0.07340746327379172,-9.974939770589764e-9,1.0051750872534186,-9.974942158128015e-9
10018,0.07593325096942241,-9.974939828552113e-9,1.0044062534698888,-9.974942100176442e-9
10019,-0.055480305947761814,-9.974933364426873e-9,1.0088260425581945,-9.974948559797538e-9
10020,-0.05629515061049032,-9.974933134999056e-9,1.0087849528120592,-9.974948788943089e-9
