ind,va,vm
100,-0.18724788951681617,0.9240954064851833
1000,-0.6103450958030944,1.0414201446349205
10001,-0.180686543587591,1.0159913951925685
10002,-0.30222909031443607,0.8999999910204209
10003,-0.28726085430298964,0.8999999906993338
10004,-0.007641158582693706,1.003925547034104
10005,-0.0026401150081265304,1.005045007056863
10006,-0.21805800923181076,1.0539987711879724
10007,-0.21400274527052865,1.0534163548517668
10008,0.42609480339513284,1.0328477588115277
10009,0.42626482392574894,1.0331628441030072
1001,-0.13966579861415912,0.9527764485198291
10010,0.5528191846016638,0.9702337332643316
10011,0.5648403095550429,0.9696930196636965
10012,0.5618792293493071,0.9699615439060092
10013,-0.18400759890732968,1.1000000109552766
10014,-0.17345765778657038,1.100000010955561
10015,0.4964122814654462,0.9772479335169286
10016,0.49276759164240175,0.9765832434105863
10017,0.49998631483114475,0.9787146642957415
10018,0.5094630102553429,0.9809153166116867
10019,-0.2559352847603753,1.0251240673746773
10020,-0.25679034631752967,1.025079719969019
10021,0.007826186208701279,1.0538147136226985
10022,0.008703047650429752,1.0534495582916237
10023,-0.3412033649425528,1.049105487853811
10024,-0.3390502910087341,1.049584665587
10025,-0.3719708822566467,0.970873418910984
10026,-0.371535254996692,0.9709533887019147
10027,0.6082099910548722,1.0057698798560002
10028,0.5304087315499476,0.9982858432539642
10029,-0.2826022248623388,1.0043286147056925
1003,-0.2013739565309863,0.9229141945679136
10031,0.7678587916317464,1.0067938854648204
10032,0.7681028472536696,1.006797257862465
10033,0.7669379080472544,1.0067392149398717
10034,0.6713488140509101,1.039357405223562
10035,0.6733182438538837,1.0375642911580598
10036,0.6741398023377663,1.0378269973731715
10037,0.6320302142355552,0.9834520369034842
10039,0.5955579261078552,1.0015606665601369
1004,-0.6430210908921451,1.04411023455646
10040,0.5789798674156548,0.9980174493044975
10042,0.5834827659875989,0.9992757636128502
10043,0.5817709515178053,0.9989345577165994
10045,0.5287981944516844,0.9990775061192547
10046,0.5283595656337121,0.9985127495476654
10047,0.8113134667789984,1.011172820524397
10048,0.8114751766649149,1.0109330542342967
10049,-0.6245622779374972,1.0172449988410133
1005,-0.6424960417654295,1.0441253024593238
10050,-0.6190178844092508,1.018820045724882
10051,-0.5978180256886154,1.0260571333969655
10052,-0.5859384080574334,1.0296528287829916
10053,-0.6003610382958604,1.06512168505293
10054,-0.594990535883642,1.0666943818334813
10055,-0.545528165238577,1.0260294422645435
10056,-0.5539719624538522,1.0222327851357296
10057,-0.35261041706345003,1.0823207496390714
10058,-0.6307873849334148,1.062319783695676
10059,-0.6362641251173311,1.0596769199111267
1006,-0.650558561136095,1.0400322227711027
10060,-0.6378383040389515,1.0589833999723437
10061,-0.6488033667540805,1.056126717787936
10062,-0.6570107173766581,1.0528938578561795
10063,-0.6680676441644724,1.0492841441887635
10064,-0.6321895452292673,1.053252077193409
10065,-0.6352537939544246,1.0519857260004861
10066,-0.6233889490610685,1.0558641901402583
10067,-0.6364105261757116,1.0600897377271672
10068,-0.646768000191626,1.0554214092342264
10069,-0.6404014045578346,1.056928331613663
1007,-0.7106145136615117,1.0195850837472213
10070,-0.6443501659375546,1.0567533070601185
10071,-0.5972488414711931,1.0601141751878365
10072,-0.6505621622026628,1.0531766627273342
10073,-0.6572825163490637,1.0506046544756693
10074,-0.3050086975988763,1.0690423765638042
10075,-0.30373345431381055,1.068764176776005
10076,-0.2999999564511982,1.036355067226235
10077,-0.21905527928510626,1.0477255301984447
10078,-0.22477119878735863,1.046164761529292
10079,-0.3348283282565426,1.0234440748359273
1008,-0.5148046452206423,1.081572220982637
10080,-0.338218498365487,1.0355711278370825
10081,-0.13704421353863236,1.1000000109276018
10082,-0.09545399892512947,1.0911512105537784
10083,-0.10259299956915527,1.0947137201462906
10084,-0.6190463900722858,1.009917880999639
10085,0.9579697385908429,1.0124149846135495
10086,0.9579697387519528,1.012414986737816
10087,0.8332067531715773,1.0078758990102024
10088,0.8332067533545688,1.0078759013802658
1009,-0.5437145287281414,1.0732592316500327
10093,1.0565185073470906,1.0186521686250969
10094,0.9692204426279137,1.0077542771478771
10095,0.9691544290572782,1.0080549322310848
10096,0.9664130070753983,0.9984336292142757
10097,0.9658671156821962,0.9983149668991975
10098,0.8249254348081223,0.9878524072286816
10099,0.8270835230193243,0.988457103687807
101,0.4260933408059022,1.0328450462918441
1010,-0.3943018479201113,1.0255905615120686
10100,0.839179513682321,0.993482513732337
10101,0.9841379235184012,1.0044965796264707
10102,0.9866888844279451,1.0046426427380113
10103,0.9296152132945972,1.0031835289524673
10104,0.7940889150357994,0.991481513562933
10105,0.7920249153782206,0.9936125290110516
10106,0.791888922154807,0.9935452895930315
10107,0.7919376927845833,0.9935717879752595
10108,-0.11408283870696707,0.9983117099093637
10109,-0.11944495639392956,0.9999575819966816
1011,-0.37340828793728326,1.0776707235988618
10110,-0.11862215672436432,1.0024245340429014
10111,-0.11953747341905724,1.0021966414619132
10112,-0.1571366948010401,1.0077042406353978
10113,-0.15725400172101253,1.0076892421695818
10114,-0.3866357368201569,1.1000000109810282
10115,0.27200986023198226,1.1000000109645134
10116,-0.10695696084776284,1.07330106769523
10117,1.0005154524495035,1.026086443651747
10118,0.8660827399318999,1.036891548705407
10119,1.0564621918255674,1.0257497522626318
1012,-0.38424020308925966,1.074769110783728
10120,1.0671230919091808,1.000561682690208
10121,1.0523718453544422,1.0500125624112653
10122,-0.24573067918397964,1.0165825743195906
10123,-0.051506701256292406,1.012322279376691
10124,-0.019150847268657373,1.025718759313267
10125,0.6774892819214595,0.9919275296044077
10126,-0.22621046207130074,0.9518352322286532
10127,0.0,1.1000000108225543
10128,0.0,1.1000000107998686
10129,0.0,1.070144514977887
