ind,shunt_bigM
100,1.0000000034156082
101,1.00000000033001
102,3.493043220018995e-10
103,1.0000000038759163
104,1.0000000005493754
105,1.000000003232386
106,-3.1445682133245606e-9
107,-1.1458818498814139e-9
108,-7.57634533397944e-9
109,0.9999999671837136
110,4.7879944411109545e-9
111,2.5541500303459747e-9
112,1.0000000007609806
113,-3.1395868638774294e-9
114,-2.928855466544243e-9
115,-1.8208594927032333e-9
116,1.7045566242572914e-9
117,0.9999999995831294
118,3.1964393222949692e-9
119,0.9999999966898724
120,0.9999999891762796
121,0.9999999994801935
122,0.9999999994866684
123,0.9999999983674797
124,1.0000000028446563
125,0.9999999967127471
126,1.000000004318136
127,1.000000004428907
128,1.0000000076629725
129,1.00000000338199
130,2.5831187179045656e-9
131,1.0000000036685497
132,1.000000007502234
133,1.0000000036092713
134,1.0000000067555583
135,1.0000000043839403
136,1.0000000034461098
137,1.000000004443394
138,1.0000000016813895
139,1.000000000734525
140,1.0000000073645934
141,4.128636412362914e-9
142,4.151497394763492e-9
143,1.0000000036176027
144,1.0000000040356751
145,0.9999999998639126
146,0.9999999998530591
147,-8.73270054382831e-10
148,4.4848715516561413e-10
149,1.0000000082968024
150,1.000000005893175
151,1.0000000070963733
152,1.0000000055578546
153,1.0000000053401457
154,1.0000000026681235
155,-3.0799109747335083e-9
156,1.0000000030890268
157,1.0000000004193361
158,1.0000000078579705
159,1.0000000066888326
160,0.30049084290376393
161,1.0000000074452724
162,1.0000000076341795
163,0.3251459328746932
164,1.0000000064566101
165,1.0000000027808107
166,0.9999999914105893
167,0.9872741867690759
168,1.00000000160884
169,0.999999996961561
170,0.9999999970418197
171,1.0000000047254964
172,1.000000005294933
173,4.509114785736226e-9
174,-8.823333390679537e-9
175,2.6418265025372743e-9
176,2.7097045091398028e-9
177,2.5032411522591743e-9
178,2.5032987561079763e-9
179,2.5059664255762023e-9
180,2.5054745467748044e-9
181,2.527620041376442e-9
182,-2.72340290757416e-10
183,2.0225149577339036e-9
184,0.9999999981764562
185,2.3572849530347473e-9
186,0.9999999974704823
187,1.000000000567528
188,2.505841653327411e-9
189,2.4348866448279893e-9
190,1.005401135848341e-9
191,1.4413361111100242e-8
192,2.4054259860592824e-9
193,1.0000000004536955
194,1.0000000000782883
195,3.4431547169042976e-9
196,2.4794255310967147e-9
197,-4.0732198775430795e-10
198,6.172062600418743e-10
199,0.9999999960631254
200,2.5655226881430575e-9
201,2.4657466999474652e-9
202,2.473484844707935e-9
203,2.4920640296817135e-9
204,2.503432033890442e-9
205,2.5205776760127967e-9
206,2.5204754947579507e-9
207,2.502966134824709e-9
208,0.9999999993520631
209,2.485965441284557e-9
210,2.390367986406638e-9
211,2.4757614871809502e-9
212,2.4013945189736177e-9
213,2.461836571144493e-9
214,2.461634023878255e-9
215,2.5145616767600168e-9
216,2.4641016057218547e-9
217,2.4974182647223997e-9
218,1.460829992480326e-9
219,2.5148909593556548e-9
220,1.4951361995830277e-9
221,2.5414720081475923e-9
222,3.731553041832348e-9
223,2.6063633801286694e-9
224,2.6318180385990357e-9
225,2.697244843e-9
226,2.491632242884857e-9
227,2.5003652611402868e-9
228,2.4997742057266306e-9
229,2.6268950399509663e-9
230,2.5159459881822275e-9
231,3.6555566620660864e-9
232,3.5968926038534233e-9
233,3.0622866307455473e-9
234,2.490759104916648e-9
235,2.4926554295149786e-9
236,2.4325148900270343e-9
238,2.5900387540245558e-9
239,2.593155036418963e-9
240,2.5694609042649964e-9
241,2.6147834283695787e-9
242,2.658613347410459e-9
243,2.4959658426228686e-9
244,3.897593007519462e-9
93,1.7074513572250791e-9
94,1.640390195738553e-9
95,2.526905605382928e-9
96,2.5376137953165744e-9
97,0.9999999949683936
99,1.0000000035036773
