ind,status,pd,qd
1,1,0.28157006026476783,0.23786373026052007
2,1,0.36528471363202736,0.2642151859623603
3,1,0.3760545919824011,0.26334441445771783
4,1,0.3740600800168621,0.268509598297882
5,1,0.3549636012952781,0.07131481249497269
6,1,0.0058697481275222976,0.0
7,0,0.0,0.0
8,1,0.3405235071324141,0.2556776405460967
9,1,0.3383764131981102,0.2572540398176253
10,1,0.3407863736847774,0.25703613481580473
11,1,0.3496109843825546,0.25876792615688327
12,0,0.0,0.0
13,1,0.0004320227556010485,0.0004094405484216936
14,1,0.0,-0.15190228390708327
15,1,0.0008146906255469512,0.0008007503873305083
16,1,1.8285570723510771,-0.0425573082599876
17,0,0.0,0.0
18,1,0.18976879122092338,0.10722674114388284
19,1,0.18015287935367025,0.11271155886593687
20,1,0.19225907380259336,0.10922345545550022
21,1,0.0009759321522482094,0.0009046596865717557
22,1,0.0009065535549961691,0.0009390793109913644
23,1,0.0009426643800174241,0.0009591637236545128
24,1,0.000925937051597565,0.0009630387164740389
25,1,0.0009509980986531461,0.000978910684967822
26,1,0.0009770913053473288,0.0009133933980203406
27,1,0.32609779315323534,0.2687253267971267
28,0,0.0,0.0
29,1,0.010560834448720724,0.007592921861564728
30,1,0.011588299202106534,0.007560958326206092
31,1,0.010022286383661226,0.006131509050544529
32,1,0.009722971589883153,0.0060633781550464136
33,0,0.0,0.0
34,0,0.0,0.0
35,0,0.0,0.0
36,1,0.38618672196367054,0.047441315773610666
37,1,0.07445832402726824,0.025001808015424745
38,0,0.0,0.0
39,1,0.000448954421547153,0.0004526496211900845
40,1,0.0004642491081656123,0.000493807168600945
41,1,0.00039327875742572587,0.0004204985654403557
42,1,0.0004013718053144242,0.0003976176826134266
43,1,0.0003939679846289598,0.00040263013897351625
44,1,0.27221236605942695,0.15468821186342022
45,1,0.289274994409152,0.15087402174009304
46,1,0.18565557589880957,0.09329152347801796
47,1,0.0010813695964399523,-0.017840010565611804
48,1,0.5395082030919329,-0.10779587949892895
49,1,0.48700646863955144,-0.07680353710760876
50,1,0.007978119578143799,0.005536045815505285
51,1,0.4843481517496882,-0.062402198078025495
52,1,0.1479006798948437,0.05325600015498837
53,1,10.025802678752683,2.8390097071514426
54,1,0.0022403023596672352,0.004161415421883735
55,1,3.119757164443462,0.2596455845903043
56,1,0.18614826758721287,-0.04154406665602645
57,1,2.9189552977345983,1.109606799927803
58,1,1.4459697163749574,0.21157845719350502
59,1,2.537623099213388,0.8797143469281732
60,1,6.544279021248664,-0.26404222922006654
61,1,2.2339881369820245,0.8437865667508221
62,1,0.8118407251844687,0.036244247437439495
63,1,0.6833992018773527,0.13802807490969599
64,1,0.24944313485023667,0.06492022688605324
65,1,1.0737047407194342,0.20527435422890275
66,1,0.4261134690063143,0.1813355876177958
67,1,0.08480227528579881,-0.007423170394679022
68,1,1.638149071786556,0.31828730486761303
69,1,0.18888201758102713,0.0914419116228283
70,1,0.8321621864142641,0.31891794664563705
71,1,0.7133738126296619,0.31234313115627127
72,1,0.3537718114255846,0.02350055876524633
73,1,0.28583516751507987,0.1498111230220156
74,1,0.17618597714597248,0.01436882344040687
76,1,0.656949230172439,0.16728244179109725
77,1,0.12588427657302897,0.043318336308151115
78,1,0.07763714649066825,0.012849444708687374
79,1,0.022592097087035457,0.0002981295109513153
80,1,0.848730812822235,0.2313974645548751
81,1,0.06546435681715496,0.03364725623964685
82,1,0.15629843436808313,0.06461058294891804
83,1,0.20354231148879567,0.05449819688080407
84,1,0.05773331925265182,-0.0705106210683473
85,1,0.16334864352472328,0.012857897227485883
86,1,1.0046861556351212,-0.007496146225708205
87,1,0.19144590927933572,0.04677789113150205
88,1,0.18404460593306154,0.09954813823393226
89,1,0.14747140007798923,0.09714862081540865
90,1,0.16948875265070049,0.10340593650343326
91,1,0.7456318485653894,0.0947378977698743
92,1,0.4947935349680562,0.08700605856476008
93,1,3.848359379618119,0.3315060139094555
94,1,0.26136185987387656,0.020578250052988262
95,1,1.744652793244789,0.5209876697518976
96,1,0.036887230989498206,0.013178218627295457
97,1,0.22237921134006983,-0.0034887673795278326
98,1,0.25011417077685777,0.0731012590511037
99,1,0.301873257562814,0.10228940505348619
100,1,4.452721794570945,0.5581186236977561
101,1,0.5204575965322435,0.10258223651597831
102,1,0.5195140534869012,0.2762742412400849
103,1,1.090060779722775,0.19355178756535882
104,1,2.109379107049647,0.2651000928103568
105,1,0.4545822814742915,0.15046899787101717
106,1,3.169411396775276,0.9090977436030543
107,1,0.050548249105478005,-0.023504597014680755
108,1,0.012512895103009035,-0.018126318563520337
109,1,0.4152511776492265,0.12712988898951122
110,1,0.040787442646321295,0.011247359341767776
111,1,0.7253133772274515,-0.06586728277470127
112,1,0.5848833304556827,0.23858038132722023
113,1,1.51916712539939,0.5316687119607
114,1,0.4750991870989209,0.1604378716592147
115,1,0.004182512213081023,0.04601728516438583
116,1,0.40411584996168703,0.1131793607693771
117,1,0.7749456732112056,0.14637121632282044
118,1,0.022030151318401765,-0.01026164027635048
119,1,0.2592911888670649,0.07756569260817438
120,1,0.41415248407035027,0.22865310215659373
121,1,0.4406436481000308,0.16303307667776176
122,1,0.2737102506775029,0.020616605696074822
123,1,0.280051805628741,0.08535361579645204
124,1,0.2161418424025334,0.06920268231778437
125,1,0.11943492224941311,0.024559043552958876
126,1,0.19820953230260596,0.05417610981806903
127,1,0.25012642996909457,0.1151953207788458
128,1,0.4937730133598864,0.10677171951981414
129,1,0.07496980717153025,-0.0009243202181340959
130,1,0.264420692544011,0.030550857190395325
131,1,0.13557603125753823,0.08665290718974253
132,1,0.02764403413250226,0.03628378200181659
133,1,0.4076220967950178,-0.0008817391186888123
134,1,0.24135838429272083,0.07525344216143011
135,1,1.8999920079460004,0.4240890409403092
136,1,0.40490281511268306,0.1753087240930655
137,1,0.29367670356462533,0.08659866087154115
138,1,0.184362134756459,0.0968514705364219
139,1,0.12491944681604489,0.03186304389966509
140,1,0.12452698326186247,0.004346833552827027
141,1,0.19878136570697003,0.045784054882339796
142,1,0.3178631182550071,0.20211567347329643
143,1,0.09234469187087871,0.06929652857421448
144,1,0.1736775109735315,0.15428004506541904
145,1,0.11145858417087172,0.02538867021679242
146,1,0.5574852572984144,0.13536166703426622
147,1,1.5408169836445416,-0.03893855956043923
148,1,0.044676685865463237,0.005332604760380558
149,1,0.0024236799764279933,-0.033814060212358506
150,1,1.6178259394621417,0.3919185764564935
151,1,0.7679359797511193,0.22818870529537877
152,1,0.3138949650348485,0.09888937341375353
153,1,1.1230800385226114,-0.022952647537792595
154,1,0.21645820380104852,0.024829583418727832
155,1,0.2902753657325527,0.07622975256288339
156,1,0.33421225588226644,0.04673928563968117
157,0,0.0,0.0
158,1,0.3762153678050576,-0.03513063894018007
159,1,0.8310408303101431,0.03848744032523259
160,1,0.36761438499279636,-0.06784496405420011
161,1,0.15946948575382322,-0.0032831845268124302
162,1,0.10149796116251553,0.00483063976689014
163,1,0.5942002889908784,0.24186337710895864
164,1,1.2870115876982877,0.5585245264087846
165,1,2.5575020350647812,0.5354750200393289
166,1,0.1972758348909492,0.05502520446154084
167,1,0.33585288270476893,0.0044767498825203315
168,1,0.05210883115509854,0.0043516058489604095
169,1,0.013505127389283826,0.010197422850876131
170,1,0.12354084696996395,0.02478763255422744
171,1,0.9346358781367022,0.3126773910244461
172,1,0.6502660082058668,-0.010788536530491418
173,1,0.3756168929369807,0.146560617179754
174,1,0.1792519044615416,0.02818490190691491
175,1,0.4577603953510196,0.25735904271790117
176,1,0.17905366533426367,0.04702705352259755
177,1,0.36870506448021173,-0.0034319210973230993
178,1,0.3867160720653835,0.0391786876354122
179,1,0.3404849282997824,0.07981582951692663
180,1,0.14123985436175782,-0.05162124845139389
181,1,0.42487047614801,0.04553038049246924
182,1,0.2877871473632337,-0.018466743444327548
183,1,0.9932845115916192,0.20704050289414025
184,1,0.24147080953746794,0.06566858950997824
185,1,0.09826781188171964,0.004137543142704419
186,1,0.2053506988487317,0.029467844401213222
187,1,0.004828694428643441,-0.00016669681254993354
188,1,0.0010266716485730822,-0.008281627318629256
189,1,0.7011958143868645,0.18903793186713097
190,1,0.09417947955755421,0.035462694505420424
191,1,0.03928288982700854,0.027223263574699716
192,1,0.03984039719340703,0.02613790842921104
193,1,0.23345561001771026,0.019579370939302506
194,1,0.24141257612514055,0.09320971352185987
195,1,0.524396241831868,0.186733790212822
196,1,0.09679727089515254,-0.018493342755208347
197,1,0.036732368896237884,0.02925471154060819
198,1,0.5571593562095833,0.1245755830021551
199,1,0.47119825678034505,-0.0707667179743781
200,1,1.4068459017420187,0.4233677906286392
201,1,0.03486397827784184,0.025644392297379068
202,1,0.03381187058464909,0.02758959816568032
203,1,0.3332401093954796,0.08378205384078741
204,1,1.5891974308408514,0.05677410644783533
205,1,0.15718318622398428,0.06645649035702914
206,1,0.1614895988958349,0.06813913328573439
207,1,0.5510259864088015,0.1618206715719307
208,1,0.013866410339746829,0.012219102243925547
209,1,0.2661221493459992,0.10800742791653549
210,1,0.3885045931768253,0.05164356893120054
211,1,0.3115432683341298,0.06027618591903701
212,1,0.43451950943971196,0.06510681050447566
213,1,0.07418837506210633,0.012474129092021289
214,1,0.2890050859874154,0.11806666169898078
215,1,0.030352946655217268,0.00030383651399056315
216,1,0.07233018942612919,0.007096981072713501
217,1,0.863501942501716,0.3692088070073604
218,1,0.7670738329640631,0.005976524954404817
219,1,0.030507447993031823,-0.005923690080933527
220,1,0.10096994902472768,0.015926158665180795
221,1,0.47131713838665007,0.12489955952832865
222,1,1.311414213354029,0.015874252999373534
223,1,0.39416487066771716,-0.006398590093719137
224,1,0.9495110681836674,-0.06840253190846024
225,1,0.1905154239482179,0.05630725047425087
226,1,0.1715928969332447,0.11911268619003716
227,1,0.15558912703826522,0.004612291129930919
228,1,0.015309002075765422,0.0036861161826443564
229,1,0.19670772545567886,0.07381703156185018
230,1,0.23979273550076818,0.012324329887940319
231,1,0.42418131689060734,0.1329277345820286
232,1,0.3929309669441906,0.08128657789021979
233,1,1.1033921862554175,0.11181960879856456
234,1,0.0732297679433529,0.06428245224637412
235,0,0.0,0.0
236,1,0.05761396486357056,0.0013421702827954474
237,1,0.15465307683867707,0.0028252868451495872
238,1,0.09228686808534126,0.028228779379215717
239,1,0.012594682518693836,0.004404816302717248
240,1,0.24135450484219015,0.042842859683323145
241,1,0.07707742156538287,0.03253455607314454
242,1,0.06713305886604647,0.05148807828304254
243,1,0.20698391377232309,0.03307207359157457
244,1,0.7251047852604491,-0.0522619860158082
245,1,0.07083169604235658,0.012264189342795538
246,1,0.2370671578421696,0.01046687944851248
247,1,0.020729282070356958,-0.004806260368326741
248,1,0.024385177884517197,-0.002217068404948094
249,1,0.03832699845524604,0.027621317315708927
250,1,0.30321662318839565,0.05440721270889251
251,1,1.0702831291941584,0.429505441753238
252,1,0.05025532480658057,0.01289452304803795
253,1,0.3592255986875077,0.025368317824845214
254,1,0.3743183339965845,0.07162761212123037
255,1,0.5972923878832531,0.14680634073881865
256,1,0.2565937174319197,0.036595670969170484
257,1,0.5401984902204822,0.0738700646447856
258,1,0.32022991369939463,0.03146713181102992
259,1,0.07706592741716844,0.0034477120623611947
260,1,0.5912982718714958,0.1170787898995237
261,1,0.12746850573194324,0.06332148799146557
262,1,0.4287460375988795,0.03090296034521619
263,1,0.27564412122623017,0.047474769963435845
264,1,0.4163187605519158,0.17644359826735412
265,1,0.15466715419125085,0.0730991463429669
266,1,0.29369951822745477,0.07563961770828734
267,1,0.023615338966218584,0.0060658076871249675
268,1,0.3105908295360281,0.045238689687264834
269,1,0.4046387266344668,0.04385354424109601
270,1,0.07088786232166534,-0.02930175762324881
271,1,0.02737442776942451,0.022653266999715958
272,1,0.20225768171893213,0.052774342670270126
273,1,0.18171600958729756,0.036670641369383895
274,0,0.0,0.0
275,0,0.0,0.0
276,1,0.0007439022913304132,0.0007370486681407238
277,1,0.0006131103401056584,0.0006510329832807278
278,1,0.00036112096001912473,0.0003897520326980774
279,1,0.0003840704646425496,0.00035732461213155894
280,1,0.00035767183069650437,0.0003644773456289931
281,1,0.0003606754181322225,0.0003639669558276001
282,1,0.000595231796396243,0.0005849406066297553
283,1,0.0005708440522257539,0.0005741173859732117
284,1,0.000571302214020618,0.0006220936400564297
285,1,0.2559961168209382,0.17947627122161414
286,1,0.40985994511790275,0.258066137236001
287,1,0.3702473123921421,0.241995374023722
288,1,0.34490444342328686,0.259788744939016
289,1,0.35024281253315226,0.24594647654165014
290,1,0.0006850052839437367,0.0007108465649369617
291,1,0.000670989565300882,0.000676696342124872
292,1,0.01689236895702427,0.0074917501480622675
293,1,0.01611350221003567,0.006962906401377719
294,1,0.056567227195095014,0.018439279160451287
295,1,0.023645202108570514,0.020128285142866763
296,0,0.0,0.0
297,1,0.23647418714244126,0.1647239180720776
298,0,0.0,0.0
299,0,0.0,0.0
300,0,0.0,0.0
301,0,0.0,0.0
302,0,0.0,0.0
303,0,0.0,0.0
304,1,0.0003938085622507183,0.00038761872683058763
305,1,0.18320358225171138,0.14308181532223982
306,1,0.17909487895729287,0.14625823149078734
307,1,0.2790495196839861,0.15871230878102952
308,1,0.313648162592906,0.16853394295217822
309,0,0.0,0.0
310,1,1.1503201580865123,0.2932179211731783
311,1,0.24987165493286584,0.05250805546285816
312,1,0.22817774325587473,0.08996965080337707
313,1,1.7701506408628815,0.2900749515811214
314,1,0.33734449865578753,0.02644487613596468
315,1,0.052839978797144825,0.0045342533834874035
316,1,0.009407340220537627,0.01634930760024382
317,1,0.4814627307948196,0.12725338524617155
318,1,0.48632286793000573,0.1176406023667739
319,1,0.09026593496814146,0.025992218623345494
