ind,pt,pf
1,-0.03968206468146178,0.039682717720690285
10,1.3346273065742424,-1.33087347412403
11,0.7525184666052711,-0.7521604434515263
12,0.7525184666052711,-0.7521604434515263
2,-0.021499487012049387,0.02150065229661068
3,-0.021499487012049387,0.02150065229661068
4,-0.021499487012049387,0.02150065229661068
5,0.00068065932022917,-0.0006806581733570724
6,14.491425856037983,-14.17363735760163
7,-0.011032976694494084,0.011033046507415635
8,-0.011032976694494084,0.011033046507415635
9,1.3346273065742424,-1.33087347412403
