ind,pt,pf
1,-0.005517600168749118,0.005517614126929531
10,0.15127513279684324,-0.15122690519673468
11,0.37353564112819143,-0.37344742596954184
12,0.37353564112819143,-0.37344742596954184
2,-0.0006621849263832634,0.0006621862223506565
3,-0.0006621849263832634,0.0006621862223506565
4,-0.0006621849263832634,0.0006621862223506565
5,8.086941534440912e-5,-8.086939899707387e-5
6,2.5913932486098874,-2.5812311680255284
7,0.04558807912095697,-0.045586892779683225
8,0.04558807912095697,-0.045586892779683225
9,0.15127513279684324,-0.15122690519673468
