ind,pt,pf
1,1.1777383547016669,-1.1771651851399574
10,1.416772715628723,-1.4125425711208852
11,1.317887690355941,-1.316789612614361
12,1.317887690355941,-1.316789612614361
2,-0.04255962029488886,0.042564187043462445
3,-0.04255962029488886,0.042564187043462445
4,-0.04255962029488886,0.042564187043462445
5,8.277341082101435e-5,-8.277339369505754e-5
6,14.491425856027066,-14.173637357591305
7,9.234008421755451,-9.185385142497113
8,9.234008421755451,-9.185385142497113
9,1.416772715628723,-1.4125425711208852
