ind,pt,pf
1,2.5878233339131604,-2.585056048661676
10,1.060304663635012,-1.0579353847665938
11,2.1353129030188516,-2.132430205116582
12,2.1353129030188516,-2.132430205116582
2,-0.01629757739131602,0.016298247618055567
3,-0.01629757739131602,0.016298247618055567
4,-0.01629757739131602,0.016298247618055567
5,0.0029876505751993553,-0.0029876306527220164
6,8.494767133899598,-8.385568074558691
7,-0.01103299487551449,0.011033065350989257
8,-0.01103299487551449,0.011033065350989257
9,1.060304663635012,-1.0579353847665938
