ind,pt,pf
1,-1.3096323556834166,1.3103418584704103
10,0.17851285494980404,-0.17844569735186638
11,0.21170163522581426,-0.21167329992984557
12,0.21170163522581426,-0.21167329992984557
2,-0.002562265050799252,0.0025622818412149957
3,-0.002562265050799252,0.0025622818412149957
4,-0.002562265050799252,0.0025622818412149957
5,0.0015480964625895865,-0.0015480909719723906
6,5.329039760907971,-5.286064961155057
7,0.22387362254045262,-0.2238450418423531
8,0.22387362254045262,-0.2238450418423531
9,0.17851285494980404,-0.17844569735186638
