ind,qf,qt,tm,ta,pt,pf,tm_neg_vio,tm_pos_vio
1,0.009016532646760115,-0.020795578706645314,1.0,0.0,0.17757784227791112,-0.17692560331731938,,
10,-8.218326455990702,8.543248966657687,1.0,0.0,-7.853491058866948,7.900466276987382,,
100,-0.024840814349578837,0.025811023490156064,1.0,0.0,0.4657120665856858,-0.4549427268571582,,
1000,-1.1300297175346516,1.2709309938883866,1.0,0.0,5.392821391843734,-5.363296935062389,,
1001,-1.0511885083661632,1.023978494311587,1.0,0.0,-0.009292728992198037,0.010315804377274453,,
1002,0.4283871814895081,-0.4664584305199891,1.0,0.0,1.3333701396013589,-1.330020802832838,,
1003,0.6082405001364471,-0.6475121345685911,1.0,0.0,0.760988891795066,-0.7606035329706389,,
1004,0.31017230678565627,-0.4345895600880805,1.0,0.0,4.41681240137311,-4.409277059696473,,
1006,0.09126964605514423,-0.12323241866816617,1.0,0.0,-2.876517904637391,2.9026794587766482,,
1007,0.17395160754657138,-0.16738035452660058,1.0,0.0,-3.574752402206273,3.582551629707194,,
1009,-0.7354086238693816,-0.047312329367068674,1.0,0.0,-1.9054399691973736,1.911715194240764,,
101,-0.0347004260008436,0.024593718378952138,1.0,0.0,-0.28661259506929554,0.28958690020880284,,
1010,-0.39200815684121343,0.24506812140222048,1.0,0.0,4.973886527899712,-4.934127105180984,,
1013,0.0797671995541804,-0.26760863375205335,1.0,0.0,-2.80525105940813,2.812204821733819,,
1014,-0.3123487746197281,0.3270178076068047,1.0,0.0,3.4840029011637825,-3.4701354545283882,,
1015,-0.04219779168692693,-0.18533554594436277,1.0,0.0,-1.043552888859812,1.0448868814300458,-9.877369087759017e-9,-9.87192221838615e-9
1017,2.3898144876263654,-2.619266404133166,1.0,0.0,7.648953145619232,-7.589969832733462,,
1019,4.376813168294858,-4.380244621367115,1.0,0.0,8.296880195297062,-8.259179582813934,,
102,-2.451034096336813,2.983603148302718,1.0,0.0,4.909423815389545,-4.7866990617969885,,
1020,0.0548643318661144,-0.06115835606640051,1.0474281391320739,0.0,-0.3247028126278112,0.3247396334907982,,
1021,0.35952914839999317,-0.3868143138827489,1.0,0.0,1.0965407613765839,-1.0949938488671223,,
1023,-0.3595291484000008,0.3363281832515693,1.0,0.0,-1.093650565237971,1.0949938488671223,,
1025,-0.030799176781154985,0.03171967467347734,1.0,0.0,0.10496368748931503,-0.10430383724026639,,
1026,-0.03542569741309562,0.03441424182155079,1.0,0.0,-0.003532126751345705,0.0035509494276988202,,
1027,0.0354256974130737,-0.03694587642750922,1.0,0.0,0.0035874238217162967,-0.0035509494276988202,,
1028,-0.2558854421692814,0.28237249613565596,1.0,0.0,-1.0528529569078506,1.0575539309944224,,
1029,-0.4424622606306586,0.491033517270929,1.0,0.0,-1.4120591439417876,1.4202224832080537,,
103,-0.6604029664365764,-1.549554771595364,1.0,0.0,-4.427848537388243,4.436720448092609,,
1030,-0.007646063088623951,0.007580533221216132,1.0,0.0,0.07367830022147709,-0.07367285979640276,,
1031,0.11787886505665383,-0.1175758567603136,1.0,0.0,0.07499552912246345,-0.07497558800835306,,
1032,0.16090091705419932,-0.24459398233128382,1.0,0.0,0.47422535718542375,-0.47349716241284673,,
1033,-0.48775756423396815,0.337927882856918,1.0,0.0,-0.798854541024339,0.8032042144171232,,
1034,-0.07587875780654534,-0.15661505685302993,1.0,0.0,0.2850854823328096,-0.28448807548043076,,
1036,0.17052984383120703,-0.41501466751661076,1.0,0.0,-0.8980385524858525,0.9000147910721173,,
1038,-0.05037960707975846,-0.17833948010824902,1.0,0.0,-1.748796877638649,1.7997094429977492,,
1039,-0.37248360866598273,0.2691392239052527,1.0,0.0,-1.1732694239085755,1.1832421924861871,,
104,-0.8603111663455753,0.8067280898660693,1.0,0.0,1.2882841672566006,-1.2865956121167883,,
1040,-0.4873475689076148,0.2710724717469227,1.0,0.0,-1.1050921859372347,1.120834595494145,,
1041,0.20311461749122595,-0.26168695989893703,1.0,0.0,0.636734625866391,-0.6358184554743781,,
1042,0.26270114550582024,-0.4113181524575509,1.0,0.0,0.8047799836233399,-0.7999510174024574,,
1043,-0.46581576299706223,0.35491073310984733,1.0,0.0,-1.418595206790124,1.4357694728768355,,
1044,-0.39678929153262305,0.2391156186573951,1.0,0.0,-1.208045936057784,1.2198907332589597,,
1045,-0.47323792589649344,0.321082895359429,1.0,0.0,-1.4989288574765414,1.5243748294794237,,
1046,-0.6574480500148077,0.632569281875905,1.0,0.0,-1.986530468566499,2.0193752556854454,,
1047,0.48613605425036377,-0.5523020140025641,1.0,0.0,1.3367867646367109,-1.3287988688704506,,
1048,-0.34049101651564223,0.22012961345491458,1.0,0.0,0.6137936399368377,-0.6131818900901206,,
1049,0.08944441631499087,-0.126521701328145,1.0,0.0,-1.2038547922989733,1.2060936746795667,,
105,-0.324155157189072,0.3321482715701985,1.0,0.0,3.7105867058607127,-3.70656909456465,,
1050,0.37512270931689434,-0.4295192310216213,1.0,0.0,1.0910301071186372,-1.0880851381961543,,
1051,-0.028458078370133765,0.007850925630073342,1.0,0.0,0.06505771262893469,-0.06493260956597223,,
1052,0.3305108623737928,-0.41210995622848245,1.0,0.0,-0.9274232161836011,0.9283990773435395,,
1053,-0.055055762139530826,-0.0886690581395656,1.0,0.0,-0.44350864367302895,0.44433775128612196,,
1054,-0.03132695762218976,0.030186001679723636,1.0,0.0,0.056005991868296905,-0.05580525637899482,,
1055,0.029444827284245703,-0.030816386448278058,1.0,0.0,-0.005911965964506855,0.005957722281603686,,
1056,0.4761761337417828,-0.531815904455867,1.0,0.0,0.45521353251908847,-0.4550458178105434,,
1057,0.3069226827891251,-0.645075119455396,1.0,0.0,-0.008759716181753025,0.011603379582706626,,
