ind,vmfilt,qpr_fr,ppr_fr,qconv,iconv,pgrid,qtf_to,phi,vaconv,pconv,ptf_to,vmconv,vafilt,pdc,qgrid
1,0.9219754408557495,1.3185453843491746,1.8492045074310697,1.2275238962912343,2.463351214070607,1.8544230727463917,-1.3185453843491746,1.57079633750286,-0.08254093485943319,1.8461704578291385,-1.8492045074310697,0.8999999926938429,-0.049901352781798185,-1.832031981487659,1.5005883604650758
10,0.9948753168347241,0.685451279315213,0.013431901055079904,0.685451279315213,0.6891143632454805,0.013431901055079904,-0.685451279315213,1.57079633750286,-0.010395352787775121,0.013431901055079904,-0.013431901055079904,0.9948753168347241,-0.010395352787775121,0.004168187015552489,0.685451279315213
11,1.0000577654887046,2.989484963962354e-7,0.01525662888177331,2.989484963962354e-7,0.015255747628984944,0.01525662888177331,-2.989484963962354e-7,1.57079633750286,0.0,0.01525662888177331,-0.01525662888177331,1.0000577654887046,0.0,-0.004168197309009486,2.989484963962354e-7
12,1.0000577654887046,2.9894849639623567e-7,0.015256628881773324,2.9894849639623567e-7,0.015255747628984958,0.015256628881773324,-2.9894849639623567e-7,1.57079633750286,0.0,0.015256628881773324,-0.015256628881773324,1.0000577654887046,0.0,-0.0041681973090095005,2.9894849639623567e-7
13,0.9944008940975788,0.4110284500098395,-0.13700779501072793,0.4110284500098395,0.4357010307067423,-0.13700779501072793,-0.4110284500098395,1.57079633750286,-0.007173994962069871,-0.13700779501072793,0.13700779501072793,0.9944008940975788,-0.007173994962069871,0.15122680826459206,0.4110284500098395
14,0.9944008940975788,0.4110284500098395,-0.13700779501072793,0.4110284500098395,0.4357010307067423,-0.13700779501072793,-0.4110284500098395,1.57079633750286,-0.007173994962069871,-0.13700779501072793,0.13700779501072793,0.9944008940975788,-0.007173994962069871,0.15122680826459206,0.4110284500098395
15,1.0010312502956582,8.4303631265583e-25,0.16311064963257582,8.4303631265583e-25,0.16294261501266866,0.16311064963257582,-8.4303631265583e-25,1.57079633750286,0.0,0.16311064963257582,-0.16311064963257582,1.0010312502956582,0.0,-0.15127503539189377,8.4303631265583e-25
16,1.0010312502956582,8.430363126553598e-25,0.16311064963257582,8.430363126553598e-25,0.16294261501266866,0.16311064963257582,-8.430363126553598e-25,1.57079633750286,0.0,0.16311064963257582,-0.16311064963257582,1.0010312502956582,0.0,-0.15127503539189377,8.430363126553598e-25
17,0.978532984994873,0.5794900485086693,-0.044204174127978446,0.5794900485086693,0.5939233370949242,-0.044204174127978446,-0.5794900485086693,1.57079633750286,-0.003420162768597008,-0.044204174127978446,0.044204174127978446,0.978532984994873,-0.003420162768597008,0.05867301332851368,0.5794900485086693
18,0.978532984994873,0.5794900485086693,-0.044204174127978446,0.5794900485086693,0.5939233370949242,-0.044204174127978446,-0.5794900485086693,1.57079633750286,-0.003420162768597008,-0.044204174127978446,0.044204174127978446,0.978532984994873,-0.003420162768597008,0.05867301332851368,0.5794900485086693
19,1.0085620419694237,0.04480918194312855,0.06730552415649999,0.04480918194312855,0.08017083318049244,0.06730552415649999,-0.04480918194312855,1.57079633750286,-0.0351533897304074,0.06730552415649999,-0.06730552415649999,1.0085620419694237,-0.0351533897304074,-0.05867519034461829,0.04480918194312855
2,1.007830985707486,-0.29020202433379194,-1.8170711708335165,-0.34020528116019166,1.8258013186247022,-1.8142043174421378,0.29020202433379194,1.57079633750286,-0.008524784727046921,-1.8187379460610624,1.8170711708335165,1.0134087575568806,-0.03507228633120726,1.8306450632245643,-0.19019551068104967
20,1.0085620419694237,0.04480918194312855,0.06730552415649999,0.04480918194312855,0.08017083318049244,0.06730552415649999,-0.04480918194312855,1.57079633750286,-0.0351533897304074,0.06730552415649999,-0.06730552415649999,1.0085620419694237,-0.0351533897304074,-0.05867519034461829,0.04480918194312855
3,1.0133106108484988,-0.11319947790606019,0.004380753432368759,-0.11371941036360982,0.11179613760514831,0.004410499568161239,0.11319947790606019,1.57079633750286,-0.3092574841930579,0.004363380689195579,-0.004380753432368759,1.0179518974213602,-0.30892826834925036,-0.0019861956580398653,-0.11215836315332041
4,1.0111669007313107,1.798865700630867e-7,-1.9101651889921652e-7,1.798865700445587e-7,2.594538327617621e-7,-1.910165186761119e-7,-1.798865700630867e-7,1.57079633750286,-0.3294551785418911,-1.910165191218802e-7,1.9101651889921652e-7,1.0111668935932523,-0.32945518655818673,0.0019861919243720928,1.798865754292575e-7
5,1.0012634401590537,-0.046395180729309225,0.002476195142388915,-0.046468604850047154,0.0464025863656511,0.002480372350430456,0.046395180729309225,1.57079633750286,-0.08336254041068752,0.002473762026364715,-0.002476195142388915,1.0028407342324095,-0.08322623550997867,-0.0004448971531978295,-0.04624833248784759
6,0.9981461296741232,-0.025219026923653787,0.0015652119831078772,-0.025240878988318446,0.025314482231564885,0.0015664551797485795,0.025219026923653787,1.57079633750286,-0.08311527879404162,0.001564487853105848,-0.0015652119831078772,0.9990059271166587,-0.08303317388609659,0.0004448966639034162,-0.025175322794326247
7,0.9972020404369503,-0.8269018113871381,-2.1895679852349086,-0.8269018113871381,2.3470743503751006,-2.1895679852349086,0.8269018113871381,1.57079633750286,-0.2298803266066128,-2.1895679852349086,2.1895679852349086,0.9972020404369503,-0.2298803266066128,2.227494504590675,-0.8269018113871381
8,1.0158659432289048,1.0047952523752892e-7,2.271373998444531,1.0047952523752892e-7,2.2358993463498025,2.271373998444531,-1.0047952523752892e-7,1.57079633750286,0.0,2.271373998444531,-2.271373998444531,1.0158659432289048,0.0,-2.2350539858929506,1.0047952523752892e-7
9,0.9948753168347241,0.685451279315213,0.013431901055079904,0.685451279315213,0.6891143632454805,0.013431901055079904,-0.685451279315213,1.57079633750286,-0.010395352787775121,0.013431901055079904,-0.013431901055079904,0.9948753168347241,-0.010395352787775121,0.004168187015552489,0.685451279315213
