ind,pt,pf
1,-2.127677594706189,2.1295515578267588
10,0.06885086007326642,-0.06884086966146892
11,0.05893358054102804,-0.05893138434358365
12,0.05893358054102804,-0.05893138434358365
2,-0.0015936293293587007,0.0015936359615539113
3,-0.0015936293293587007,0.0015936359615539113
4,-0.0015936293293587007,0.0015936359615539087
5,-0.0002253076897544915,0.00022530781626548855
6,2.4715893622764367,-2.462345178080579
7,-0.00040936015076884353,0.0004093602657680069
8,-0.00040936015076884353,0.0004093602657680069
9,0.06885086007326642,-0.06884086966146892
