ind,pt,pf
1,-2.9878705479888654,2.9915686818678653
10,0.2591910840483857,-0.25904950611768
11,0.17935017193946806,-0.1793298350611643
12,0.17935017193946806,-0.1793298350611643
2,-0.0018095253710188697,0.001809533864549877
3,-0.0018095253710188697,0.001809533864549877
4,-0.0018095253710188697,0.001809533864549877
5,0.0019839967956391895,-0.00198398802607241
6,1.933051725873815,-1.9273971124627747
7,0.02157499316775862,-0.021574727315551937
8,0.02157499316775862,-0.021574727315551937
9,0.2591910840483857,-0.25904950611768
