ind,va,vm
100,0.030494416006085004,1.004608544325273
1000,-1.3584057155066391,1.0349271419560704
10001,-0.006535949648789218,0.9889675180428181
10002,-0.08489713612312066,1.0985143432478905
10003,-0.08061859537432572,0.9675514884799983
10004,0.16965238780779823,0.9924896809510801
10005,0.1741155677426014,0.9906570724441931
10006,0.034909592594154444,1.0834062166601959
10007,0.03682502788541207,1.0906165635865583
10008,0.5306312190366973,1.071538408275221
10009,0.53078661344425,1.0716030646735542
1001,-0.7726093253009149,0.9433291936789725
10010,0.6783456181269945,1.0198719509369278
10011,0.6878454247511345,1.0187367440675805
10012,0.6857084730899872,1.0189138892197334
10013,0.035639286045648935,1.1000000102144396
10014,0.045481082267834164,1.100000009349363
10015,0.6122035265171547,1.024009350209637
10016,0.60888240184817,1.0233502266252803
10017,0.6155094336256226,1.0235975782894522
10018,0.6241911034328617,1.0238483065975617
10019,-0.24061686416956188,1.0489358407148897
10020,-0.24130684202134012,1.0489010294320302
10021,0.1791716226463118,1.0457757623542026
10022,0.17992394412107066,1.0454646447563138
10023,-0.1077947826268297,1.0089723803203456
10024,-0.10582773313308175,1.009392832386092
10025,-0.1408436363079891,1.0053107713840357
10026,-0.14050033045747998,1.0053759134595484
10027,0.7020036562851715,0.9894358282721937
10028,0.6359760497389203,0.9843524479733546
10029,-0.2750821377595176,1.0011205013244138
1003,-0.8177654353202289,0.9380425149644493
10031,0.7410516977055844,1.001764325173817
10032,0.7412608776733104,1.001759063433663
10033,0.7402610421396959,1.001748360014212
10034,0.6211033177011425,1.028130076490908
10035,0.6228241116893524,1.0263473910646692
10036,0.6235836412205712,1.0265359112622638
10037,0.5801496702270641,0.9732675282063289
10039,0.6935526875028988,1.0210106695358228
1004,-1.3227525730184708,1.0218451492390015
10040,0.6776180710461945,1.020895806203512
10042,0.6818682436909483,1.0203730175593166
10043,0.680263633527447,1.0206799152587096
10045,0.6177527856347099,1.0093285519708193
10046,0.6176385123149909,1.008233247405849
10047,0.7818006945080196,1.0118661204905144
10048,0.7821515120467458,1.0121943404107374
10049,-1.2949020566987273,0.9977971379407338
1005,-1.3226156522092443,1.0218533200708106
10050,-1.2903457345962872,0.998916811929988
10051,-1.268942633190597,1.0146310567266659
10052,-1.2593023244473363,1.0172729685487152
10053,-1.2613689689047887,0.9724392561020945
10054,-1.256292024970992,0.9748140505938678
10055,-1.2095974798816091,0.975237430919377
10056,-1.2170082213283149,0.9721668993725199
10057,-0.9645899476194072,1.075640943563857
10058,-1.284529187940468,1.002576539933593
10059,-1.2894147188193954,1.0008828566196777
1006,-1.3291973085764417,1.0189238509423033
10060,-1.2908131743675881,1.0004434095317818
10061,-1.3006269962689456,0.9965871475245446
10062,-1.3079356589142708,0.9941726384350568
10063,-1.317750283587239,0.9915240471265769
10064,-1.2934949617275315,0.9662536005620485
10065,-1.2963897825028705,0.9652006455431257
10066,-1.2851968483998952,0.9683514328898795
