ind,pt,pf
1,4.356840920074341,-4.348997092360434
10,1.334153166577213,-1.3304020013977098
11,2.5647857714437863,-2.5606268735116955
12,2.5647857714437863,-2.5606268735116955
2,-0.040000809093362816,0.04000484314351773
3,-0.040000809093362816,0.04000484314351773
4,-0.040000809093362816,0.04000484314351773
5,0.0005409903528989411,-0.0005409896346167906
6,9.714482319216271,-9.57167342348953
7,-0.011032992313722727,0.011033061782875348
8,-0.011032992313722727,0.011033061782875348
9,1.334153166577213,-1.3304020013977098
