ind,shunt_bigM
100,0.9999999976183094
101,2.5390322940101515e-9
102,2.5014606215738514e-9
103,0.9999999975313159
104,2.2347505260205404e-9
105,0.999999997509756
106,2.239796310972179e-9
107,2.6253335063764987e-9
108,0.9999999963212978
109,2.406958684170043e-9
110,2.7197572106153495e-9
111,2.5707912402861364e-9
112,0.9999999978855663
113,2.3464059871269227e-9
114,2.3749061031198387e-9
115,2.4460070397861e-9
116,2.50657617304686e-9
117,2.5859250871822835e-9
118,2.547971330427471e-9
119,2.666386628867028e-9
120,2.7381332712125527e-9
121,0.9999999988530875
122,3.0157241032981057e-9
123,3.01549161627955e-9
124,0.9999999976471932
125,4.887940344449126e-9
126,0.9999999980489169
127,0.9999999979294273
128,0.9999999971477445
129,2.5219993333449454e-9
130,2.7384870988079203e-9
131,0.9999999978113446
132,0.9999999978425694
133,2.8327266470370123e-9
134,0.999999997987928
135,0.9999999977327175
136,2.590910139137675e-9
137,0.9999999977322471
138,0.999999998140902
139,0.9999999977150423
140,0.9999999984707886
141,2.76770553833354e-9
142,2.7030701043436738e-9
143,0.9999999977143588
144,0.999999997956579
145,0.9999999978661468
146,0.9999999978123253
147,2.5679002227801403e-9
148,2.559439459769339e-9
149,0.9999999983849375
150,1.0000000017549535
151,0.999999994373697
152,0.9999999978308572
153,0.9999999978585964
154,0.9999999976031734
155,3.2480313789869634e-9
156,0.9999999975552688
157,2.5426422813295006e-9
158,2.288281813153223e-9
159,0.9999999978637549
160,0.9999999949270917
161,0.999999998537559
162,2.2814035657365974e-9
163,0.9999999974704847
164,0.9999999981982645
165,0.9999999977906466
166,0.999999998064637
167,2.9915021238936105e-9
168,2.5295177823383505e-9
169,0.9999999975418946
170,0.999999997530495
171,8.647621794660504e-9
172,0.9999999987615649
173,2.7276431587118506e-9
174,4.371992031946224e-9
175,2.1656709432749913e-9
176,2.698742557273448e-9
177,2.528656307790384e-9
178,2.52861584856879e-9
179,2.529175569383614e-9
180,2.529195073803355e-9
181,2.5170286905707928e-9
182,0.9999999990605275
183,2.5203796189098267e-9
184,0.9999999977116333
185,2.5267221345186444e-9
186,1.0000000006636145
187,7.445804462725978e-10
188,2.5443183144899983e-9
189,2.5784049150574826e-9
190,0.9999999982999331
191,-1.7555321234350153e-10
192,2.6040688451019043e-9
193,1.1860943449018236e-9
194,1.4300953457080611e-9
195,2.091488848338744e-9
196,2.55630106820147e-9
197,0.9999999988511443
198,0.9999999985279533
199,0.9999999982730656
200,2.508617946175715e-9
201,2.1585802414522455e-9
202,2.5700550757191225e-9
203,2.5506551021484904e-9
204,2.5440826093374387e-9
205,2.5350574737106535e-9
206,2.5363145570899496e-9
207,2.5494703081810416e-9
208,8.804678470942455e-10
209,2.5455942890694057e-9
210,2.553247195798097e-9
211,2.561312213459908e-9
212,2.5458947346963336e-9
213,2.537735302500161e-9
214,2.5731818301009674e-9
215,2.541131106149287e-9
216,2.545297534085193e-9
217,2.550175261479124e-9
218,2.6611630074747817e-9
219,2.540240235312876e-9
220,2.6602493389355932e-9
221,2.511137543417989e-9
222,3.121759002170172e-9
223,2.538757412582627e-9
224,2.537146550863106e-9
225,2.249029199961017e-9
226,2.4866661582102185e-9
227,2.4778962295035153e-9
228,2.474294101949862e-9
229,2.590905596411203e-9
230,2.5295176936418058e-9
231,3.611310035326377e-9
232,3.5544025993276002e-9
233,2.073491387307982e-9
234,2.5276743509896856e-9
235,2.528088267889225e-9
236,2.2754176644983015e-9
238,2.6966369310551322e-9
239,2.7051061083090503e-9
240,2.779333128197778e-9
241,2.814151855585679e-9
242,2.624692544731328e-9
243,2.5128193204369324e-9
244,3.179136468624661e-9
93,1.749269398626667e-9
94,1.7582289231026343e-9
95,2.4888682024012083e-9
96,2.552739717953343e-9
97,0.9999999973823047
99,0.9999999975612441
