ind,pt,pf
1,1.7613763792913808,-1.760094376155836
10,1.2243482949668996,-1.2211891847478857
11,1.5524005987671645,-1.5508769540374765
12,1.5524005987671645,-1.5508769540374765
2,-0.05306067894477748,0.05306777761733301
3,-0.05306067894477748,0.05306777761733301
4,-0.05306067894477748,0.05306777761733301
5,1.9138706823125964e-5,-1.9138705907420996e-5
6,14.491425856415255,-14.173637358076636
7,9.234008422132137,-9.185385142937413
8,9.234008422132137,-9.185385142937413
9,1.2243482949668996,-1.2211891847478857
