ind,pt,pf
1,-2.846231439167617,2.849586871475486
10,0.1512750318462802,-0.15122680473753847
11,-0.002431351362384786,0.0024313553948359925
12,-0.002431351362384786,0.0024313553948359925
2,-0.0015323166039904793,0.0015323227488622108
3,-0.0015323166039904793,0.0015323227488622108
4,-0.0015323166039904793,0.0015323227488622105
5,-6.185832660639899e-5,6.185833617022359e-5
6,2.94795029819447,-2.934799374306795
7,0.03919904759071281,-0.03919817096691038
8,0.03919904759071281,-0.03919817096691038
9,0.1512750318462802,-0.15122680473753847
