ind,pt,pf
1,-0.07314836668804349,0.0731505785818466
10,1.3775358340506703,-1.3735367490671344
11,0.7745708680553598,-0.7741915542870788
12,0.7745708680553598,-0.7741915542870788
2,-0.03844706494719534,0.03845079167152511
3,-0.03844706494719534,0.03845079167152511
4,-0.03844706494719534,0.03845079167152511
5,-4.814605029441247e-5,4.8146056088647076e-5
6,13.038563964847654,-12.781302072177445
7,2.3281373313142666,-2.325046459986268
8,2.3281373313142666,-2.325046459986268
9,1.3775358340506703,-1.3735367490671344
