ind,pt,pf
1,-1.182379210455868,1.1829574705445332
10,0.8797686246999789,-0.8781374825966828
11,0.285668877075144,-0.28561728252696944
12,0.285668877075144,-0.28561728252696944
2,-0.04149404411527044,0.04149838500573298
3,-0.04149404411527044,0.04149838500573298
4,-0.04149404411527044,0.04149838500573298
5,-0.0019841242206063182,0.0019841329765849574
6,14.491425856199802,-14.173637357816201
7,8.034490734289015,-7.997679496367671
8,8.034490734289015,-7.997679496367671
9,0.8797686246999789,-0.8781374825966828
