ind,va,qb_ac_pos_vio,vm,qb_ac_neg_vio
100,-0.05157513176195881,-9.974912124351729e-9,1.0771111552176047,-9.97496973824886e-9
1000,-0.27463190876155413,-9.974930927085089e-9,1.0710362821615795,-9.97495099371182e-9
10001,-0.021540586230159118,-9.974918907271625e-9,1.1000000071562543,-9.974962982798223e-9
10002,-0.12223784795692594,-9.974899178569113e-9,1.0771069178794181,-9.974982611369938e-9
10003,-0.11573529400143241,-9.974905961701974e-9,1.1000000084645276,-9.974975869617476e-9
10004,0.05280450385622025,-9.974908134687912e-9,1.033884697715633,-9.974973708348062e-9
10005,0.056435306380414454,-9.974916114476099e-9,1.0397717794769952,-9.974965765167605e-9
10006,0.011217232774274478,-9.974914296236595e-9,0.9911104738106619,-9.974967575953982e-9
10007,0.010260411057635855,-9.974914389692172e-9,0.9898070688414496,-9.974967482894272e-9
10008,0.16711870986132,-9.974855616367516e-9,1.0504566147237222,-9.975025735026887e-9
10009,0.16725707862601846,-9.974856680393592e-9,1.0501342312409534,-9.975024685261264e-9
1001,0.1524881530531449,-9.975351657223484e-9,1.0329246384051907,-9.97451635370882e-9
10010,0.4004235457874893,-9.974940717717732e-9,1.0425183261950361,-9.974941211108737e-9
10011,0.40951421838131785,-9.974940766875254e-9,1.0417817168222865,-9.974941161952959e-9
10012,0.4074608798790127,-9.974940765766478e-9,1.0419967963341048,-9.974941163061698e-9
10013,-0.046922892681301676,-9.97491048491748e-9,1.1000000104089749,-9.974971369948877e-9
10014,-0.03751027005488352,-9.974911148865625e-9,1.0134910051501835,-9.974970709184314e-9
10015,0.33837492398379754,-9.974939805288156e-9,1.0369322113798174,-9.974942123435946e-9
10016,0.3351390174606586,-9.974939778023233e-9,1.0372502464861835,-9.974942150695767e-9
10017,0.34147758459124994,-9.97493967813884e-9,1.0363856205088007,-9.974942250560452e-9
10018,0.3499248687097335,-9.974939847731108e-9,1.0357364484789686,-9.974942081000703e-9
10019,-0.04733977226736134,-9.974749818305505e-9,1.0545128395227599,-9.97512923828301e-9
10020,-0.04802081636868267,-9.974749628945595e-9,1.0544783931265111,-9.975129421992137e-9
10021,0.04017488549414896,-9.974907717183705e-9,1.0510602353780087,-9.974974123659154e-9
10022,0.04091785780431934,-9.974907687051365e-9,1.0507514154577613,-9.974974153632144e-9
10023,-0.17667912305643396,-9.974912323190727e-9,1.0532171525636675,-9.974969540318942e-9
10024,-0.17487816572230697,-9.974912168538238e-9,1.0536184903553851,-9.97496969426491e-9
10025,-0.15480175121481596,-9.974918541693679e-9,1.015964027519991,-9.974963347081812e-9
10026,-0.15446642014935527,-9.974918574068618e-9,1.0160283208253218,-9.974963314822355e-9
10027,0.2966563699158955,-9.974940923324181e-9,0.907559803806921,-9.974941005507009e-9
10028,0.2537938318587585,-9.974886305540739e-9,1.0054486341233158,-9.97499538588192e-9
10029,-0.07168226040061189,-9.97475101913564e-9,1.0109218063522678,-9.975128073160118e-9
1003,0.1056633888099519,-9.975410143789014e-9,0.9910413931958673,-9.974453532711677e-9
10031,0.004594013645842638,-9.974558415297264e-9,1.004533445367692,-9.975312179653203e-9
10032,0.004804939748892847,-9.974558495866302e-9,1.0045726438417113,-9.97531210378705e-9
10033,0.003804252184807714,-9.974558182872578e-9,1.004349222447643,-9.975312398505755e-9
10034,-0.061580547370595866,-9.97465500966934e-9,0.9885146034595684,-9.975220538584391e-9
10035,-0.05972682692015051,-9.974655336377048e-9,0.9868051813642722,-9.975220226285877e-9
10036,-0.05893412669787764,-9.974657999636087e-9,0.9870230899623583,-9.975217679893744e-9
10037,-0.040797975547480214,-9.974875964419842e-9,0.9308989913331077,-9.975005628948109e-9
10039,0.364843414113325,-9.974935628410032e-9,0.9942753967274707,-9.97494629814979e-9
1004,-0.29114315561559057,-9.975054022268639e-9,1.0783382129095662,-9.974826877116437e-9
10040,0.3479953299706773,-9.974934265901301e-9,1.001086032446796,-9.974947659350788e-9
10042,0.35236459560952754,-9.974933954845134e-9,0.9996133700803529,-9.97494797006692e-9
10043,0.35072160162816257,-9.974934129268691e-9,1.0002124713947727,-9.974947795835933e-9
10045,0.195915505810345,-9.974871665092421e-9,0.948319348235807,-9.975009882560564e-9
10046,0.19577338661498267,-9.974871724540606e-9,0.9467031521156613,-9.975009823764288e-9
10047,0.04706289870245964,-9.974585853530683e-9,1.0358271399474719,-9.97528628815475e-9
10048,0.04753545020914879,-9.974586934282997e-9,1.0371137056939437,-9.975285266068598e-9
10049,-0.2923280778975547,-9.975170330910523e-9,1.0452283635699178,-9.97470732081984e-9
1005,-0.290802186094696,-9.97505339895203e-9,1.0783513131580236,-9.974827511804059e-9
10050,-0.28814142122719005,-9.975170290699174e-9,1.0462536548660595,-9.974707362544714e-9
10051,-0.26788923658136793,-9.975142368690849e-9,1.0613013715160644,-9.974736269800716e-9
10052,-0.2589935011281328,-9.975141401016663e-9,1.0637748486715262,-9.974737269272489e-9
10053,-0.25758466523260043,-9.975131807909697e-9,1.05523601582203,-9.974747169126457e-9
10054,-0.2532301709182446,-9.975130693528377e-9,1.0573852425127164,-9.974748318143088e-9
10055,-0.21180379468750857,-9.975155256553984e-9,1.0500668240643798,-9.974722943468643e-9
10056,-0.2182544599512115,-9.97515705699276e-9,1.04727154545592,-9.974721079554853e-9
10057,-0.05269566135741876,-9.974957751867139e-9,1.0941537713984741,-9.974924154441642e-9
10058,-0.28041747462213523,-9.97517647136222e-9,1.0600621074590588,-9.974700946042966e-9
10059,-0.2848367693383609,-9.975179025739794e-9,1.058917278379867,-9.97469829231215e-9
1006,-0.2969110963609119,-9.975056441662152e-9,1.0757538348238418,-9.974824412982698e-9
10060,-0.28609709783247356,-9.97517965075035e-9,1.058625855213097,-9.974697642823664e-9
10061,-0.29507262950051216,-9.975179494468323e-9,1.0487995703338344,-9.974697805232518e-9
10062,-0.3017243082572919,-9.975182059676044e-9,1.0458946235069697,-9.9746951389367e-9
10063,-0.31069808236452073,-9.975184097822145e-9,1.0425733294853439,-9.97469301967889e-9
10064,-0.28325471547224695,-9.975135979349195e-9,1.0538232061348258,-9.97474286619416e-9
10065,-0.28572752210095903,-9.975136861143314e-9,1.0529530214136744,-9.97474195623131e-9
10066,-0.27620411955217533,-9.975134403820142e-9,1.0553593051738774,-9.97474449172929e-9
10067,-0.2850004845937647,-9.975171426606003e-9,1.054408117140432,-9.974706183778208e-9
10068,-0.2933729776504264,-9.97517369616214e-9,1.050917886093919,-9.974703827935654e-9
10069,-0.28997435561112017,-9.975131342857315e-9,1.0549506702666058,-9.974747648658043e-9
1007,-0.34157847569028527,-9.975064947104046e-9,1.0640011099150997,-9.974815742626596e-9
10070,-0.2931382295514088,-9.975131162184028e-9,1.0548857945740675,-9.974747834946765e-9
10071,-0.25300464420132945,-9.975172677379109e-9,1.0596256738053351,-9.974704885559427e-9
10072,-0.29635003455326614,-9.975174074659556e-9,1.0496671868620495,-9.97470343496351e-9
10073,-0.30175586200034554,-9.97517491611936e-9,1.047778003825948,-9.974702561237403e-9
10074,-0.03491303064497956,-9.974838497681679e-9,1.0288478191187667,-9.975042599971335e-9
10075,-0.033857327075870254,-9.974838874284498e-9,1.0285458521706172,-9.975042229442458e-9
10076,-0.07051657058865127,-9.974946491764363e-9,1.002521712840664,-9.974935434627518e-9
10077,-0.0030938517359786165,-9.974938053767569e-9,1.0145298456020215,-9.97494387438776e-9
10078,-0.007837105869694687,-9.974939267847925e-9,1.013096631568075,-9.974942660753706e-9
10079,-0.05925354838007842,-9.97439781971939e-9,1.0303081070534286,-9.97546154246483e-9
1008,-0.20331440929604097,-9.974904489523406e-9,1.095832746614903,-9.974977333433454e-9
10080,-0.06209193669951272,-9.974380043144585e-9,1.0297370327113307,-9.975477850383507e-9
