ind,alpha_g,qg,pg
1,0.9999999986658106,-2.3999999439052586,0.8486054366213798
10,1.8371337751757143e-7,-4.824843818024117e-7,1.5824577912976907e-7
100,2.1485088055467395e-9,1.0230423259946675e-8,-8.483460968390574e-9
101,2.2142707625271903e-9,1.0355887611745544e-8,-8.470422981544985e-9
102,2.331313998616229e-9,1.056387387503109e-8,-8.438012425086009e-9
103,2.3485797958589613e-8,-9.800985675733796e-9,6.86974798884465e-9
104,0.9999998917066069,-1.0999997908825836,0.4134322866761667
105,3.6978561858797445e-7,2.588169131126876e-7,3.6305007193740957e-7
106,3.7240658194676194e-7,2.6063914327278505e-7,3.694176503543763e-7
107,3.7107022736589375e-7,2.5970390081891176e-7,3.573538515466887e-7
108,1.0000000028261187,1.5999999890278906,0.3756057221301396
109,0.0120677798415338,0.010861000329812019,0.002527570048390217
11,2.4108745787181516e-7,-6.614113964556798e-7,2.0300555083763463e-7
110,0.013653993355831074,0.01228859244982923,0.0028029623685332044
111,1.8517082269746433e-8,-7.160839982412073e-9,8.252000834480913e-9
112,1.8276727213258734e-8,-7.294754363919547e-9,8.281067686314144e-9
113,1.0529840490573448e-9,8.908024536175914e-9,-8.654087173927997e-9
114,1.0000000057717553,0.026747293460661497,0.3538248644495527
115,1.0000000057703269,0.0235207007911773,0.3510635802412496
116,1.0000000056751215,0.02212920585438136,0.24084151282223865
117,1.000000005682669,0.026979252620904778,0.2471301171596274
118,1.0000000056700187,0.022674924807298727,0.23697436049436316
119,1.0000000056811982,0.028080526861291654,0.24581864851053714
12,1.0000000059263823,-0.29999986791576466,1.0010291418131676
120,1.0000000049500704,-0.00200122882901614,0.08765143523126208
121,3.540169738021644e-8,1.1962440268273583e-8,9.662101641289306e-9
122,0.9999999974704615,0.07021369868308901,0.10657754134640651
123,0.5004014104553393,0.40032112887094634,0.0949465453691314
124,0.9999999955691842,0.11077736014353114,0.03470023611328865
125,0.9999999972107585,0.00818787843631999,0.22321549050966608
126,0.012594029561197557,0.012594026753507284,0.0029099276222049205
127,0.011422174586561548,0.010279955622044855,0.0025736554253054933
128,0.9999999970363026,-0.8999999878387369,0.4163783730354489
129,8.244500960812478e-8,-7.42018236199731e-8,3.535720536513958e-8
13,1.0000000059223282,-0.29999986467090295,0.9953200788527484
130,0.9999999997962731,-1.2999999905758939,0.423626369831759
131,6.571624168651416e-8,-5.9249504001374124e-8,3.410996975775399e-8
132,2.258080208483598e-9,1.2871627539800078e-8,-8.224592931864715e-9
133,2.4875425785097173e-9,1.3389683841597487e-8,-8.131767968350626e-9
134,0.9999999982781037,-0.09999999164234091,0.03989757889737117
135,1.0000000001716276,0.11873685654653586,0.22689106999176692
136,0.9999999985987142,0.0999999836747712,0.04018448394376455
137,-2.261871047641529e-9,-4.1579438356465693e-10,-9.752568541659982e-9
138,-2.33498033940592e-9,-4.2093460860581254e-10,-9.754323566714682e-9
139,-2.281246555455518e-9,-4.0568824408824246e-10,-9.753037711471574e-9
14,1.0000000058844092,-0.01022611642801447,0.9058892656086075
140,-2.318434302992522e-9,-4.0318655082152576e-10,-9.753935546108745e-9
141,9.461602347614011e-8,3.7404300569198125e-8,-6.320030879937276e-9
142,8.921284263734882e-8,3.578410684382671e-8,-6.499299286359002e-9
143,0.3222134365088408,0.09666403986807273,0.01172537580286823
144,0.9999998959443825,0.29999997707561715,0.03614086626242734
145,0.9999999974704827,-0.07432334586162026,0.08465025059979397
146,3.683124872515209e-9,1.2453862420583671e-8,-9.094101477022646e-9
147,4.124272785037579e-9,1.285007334268113e-8,-9.024855290546226e-9
148,3.189243392885944e-9,1.2010287527673167e-8,-9.17299067379738e-9
149,3.8385197545569045e-9,1.1867835952937278e-8,-9.198554072717926e-9
15,1.0000000062543322,-1.099999955357509,1.056177016584366
150,4.254062608098681e-9,1.2157959873289975e-8,-9.146533110543827e-9
151,4.155747121808701e-9,1.2089165381218847e-8,-9.15894741706356e-9
152,1.794296817042097e-9,1.1122059448865426e-8,-9.334347059634282e-9
153,1.609026216294698e-9,1.0918926690303016e-8,-9.371400827463508e-9
154,1.9458867945565014e-9,1.1288570343527271e-8,-9.304026660051948e-9
155,3.0667433511884264e-9,1.1331795940967251e-8,-9.275973008677642e-9
156,8.753869184750182e-9,1.2685410817840598e-8,-9.049809094415904e-9
157,5.9892438166626e-8,2.5971484136973357e-8,-6.497480134915289e-9
158,1.000000004755825,-0.09999993951804158,0.06503978248075103
159,1.0000000055889016,-0.09999947543540845,0.1874246380055257
16,1.0000000062767176,-1.1999999558128722,1.058790928984017
160,1.000000005465955,-0.2280985911148691,0.14435767462698393
161,1.0000000056258513,-0.2433908414037178,0.20447653490730625
162,1.000000005146185,-0.09143755734281495,0.09361721484493506
163,4.7382080632967385e-7,-3.841705314316648e-7,2.5386917826533454e-8
164,4.763204247831085e-7,-4.913763138141328e-7,2.5416634689834076e-8
165,1.0000000058943694,-0.07655365826510603,0.9982682388656761
166,1.0000000058479572,0.011177244751817045,0.5956099103844368
167,1.0000000065242851,0.025560623392865866,1.2324447016904085
168,1.0000000057791845,-0.038668276966453835,0.3786830603615163
169,2.406269725018767e-9,-8.099367572295644e-10,-9.149447266628801e-9
17,1.0000000061785097,-0.9999999565523293,1.0320430133223235
170,2.8969294637062276e-10,-7.726627744685732e-10,-9.21860786635138e-9
171,1.246997115992281e-9,-7.002873257700829e-10,-9.182777218631155e-9
172,1.0000000054113518,-0.09999997207147635,0.1642780312497174
173,1.0000000057521097,-0.05917732759033206,0.4033056728279103
174,1.00000000575069,-0.05841711153280598,0.40079520172773253
175,1.0000000057040097,-0.003812119589326812,0.33646399664142945
176,1.000000005701477,-0.005254564276850184,0.3332730409728349
177,1.0000000057087646,-0.003069045199426223,0.3423334184055344
178,1.0000000057624603,0.03836996458784764,0.3774995892567043
