ind,shunt_bigM
100,1.0000000027955038
101,1.0000000000288227
102,5.4417370916861696e-9
103,1.0000000019309465
104,3.307137648937936e-9
105,1.0000000036332135
106,-1.8612519613410023e-9
107,-1.1608952354897247e-10
108,1.0000000085351197
109,1.000000005221487
110,3.590956712570979e-9
111,2.6067016788274174e-9
112,5.272459427487524e-9
113,-2.8062703214582986e-9
114,-2.4468698522412436e-9
115,1.678854718236047e-9
116,1.8417305784610484e-9
117,5.435393723234817e-9
118,3.137262302612989e-9
119,2.622949446293275e-9
120,1.799566059301393e-7
121,3.794467048419757e-9
122,6.208484429455172e-9
123,5.596436327814609e-9
124,1.0000000037669439
125,7.72602059662e-9
126,1.0000000030752774
127,1.0000000032214929
128,1.0000000070533868
129,2.6478423496678375e-8
130,2.724519709087895e-9
131,7.09366211830268e-9
132,7.351304753665577e-9
133,1.0000000037992678
134,1.0000000065226808
135,1.000000003917706
136,3.068716839034612e-8
137,1.0000000039694577
138,1.0000000015096242
139,1.450927682559359e-7
140,1.0000000003122578
141,6.3657640244356e-9
142,6.541311734535902e-9
143,1.0000000029330045
144,1.0000000060499394
145,6.175270554930804e-9
146,6.232952361518483e-9
147,7.530876071627243e-10
148,-1.2568938132484218e-10
149,1.000000008503234
150,1.0000000018520385
151,1.0000000027836906
152,1.000000005804636
153,1.00000000657031
154,1.000000003970191
155,2.418130812965386e-9
156,1.0000000061128025
157,6.267233858170888e-8
158,1.0000000074630668
159,1.000000008098041
160,2.7005640804125593e-10
161,1.0000000065120125
162,1.0000000077397029
163,0.9999999993985371
164,1.0000000054206968
165,0.9999999995669976
166,0.9999999998725414
167,1.0000000082604077
168,0.9999999974704823
169,0.9999999974582292
170,0.9999999974418986
171,0.9999999980827058
172,1.0000000077377869
173,3.352425676649711e-9
174,-7.758663241083972e-9
175,1.1080242028251899e-8
176,2.712395915864251e-9
177,1.8637621045017134e-9
178,1.864773037552705e-9
179,2.086906525131263e-9
180,2.078226097051803e-9
181,2.899475385436334e-9
182,-8.466201784143346e-9
183,1.390513242584722e-9
184,1.0000000064815806
185,1.952387675181345e-9
186,0.9999999974704823
187,1.000000008527528
188,1.9609632109425887e-9
189,5.672057917283468e-10
190,-7.049305267931993e-9
191,1.0000000092497132
192,-4.455859205780112e-11
193,1.0000000080789824
194,1.0000000076890139
195,1.000000005318333
196,1.3453290900422092e-9
197,-8.070844376937308e-9
198,-7.590113361131423e-9
199,-8.211913105768393e-9
200,5.961784983057485e-9
201,1.0000000071095945
202,1.228210725543414e-9
203,1.365287701042124e-9
204,1.6858274254748531e-9
205,2.1700671590456047e-9
206,2.2967950570968865e-9
207,1.8732208338154736e-9
208,1.0000000077996165
209,1.9303652421607655e-9
210,1.5629967128335228e-9
211,1.4777390115236661e-9
212,1.8357602029391631e-9
213,2.170788200694748e-9
214,1.1912791453217971e-9
215,2.185692690198607e-9
216,1.912343708101684e-9
217,1.8218091199700196e-9
218,-1.5006699551230314e-9
219,2.158011842469795e-9
220,-1.4807605504141093e-9
221,4.707086070465264e-9
222,3.8012762980124215e-9
223,5.060668156144174e-9
224,4.958606175527064e-9
225,1.0000000045538642
226,6.376858689172819e-9
227,4.274033882628779e-9
228,7.637409986909383e-9
229,6.717147540584101e-9
230,2.9587773293875942e-9
231,3.6699842588261308e-9
232,3.6104330128435776e-9
233,1.0000000038839356
234,2.002125189099698e-9
235,2.024259446228889e-9
236,1.9542049428576532e-9
238,2.9105748096358647e-9
239,2.9307947732070883e-9
240,2.165369732653816e-9
241,2.0995817261458363e-9
242,1.6829520610936105e-9
243,5.483352715746574e-9
244,0.9999999733379242
93,-6.773927952722483e-9
94,-7.000220343737027e-9
95,2.6962438066616277e-9
96,1.5009966275784887e-9
97,-7.960023447900797e-9
99,1.0000000031778293
