ind,qf,qt,tm,ta,pt,pf,tm_neg_vio,tm_pos_vio
1,0.04099885071082399,-0.053341967742274815,1.0,0.0,0.1262733852365204,-0.1258976905370113,,
10,1.1551598478319707,-0.7657050705270185,1.0,0.0,14.278956949363458,-14.22169652495805,,
100,-0.002393746713825937,-0.0168222880595926,1.0,0.0,0.3128742925698803,-0.3084330820209934,,
1000,0.4600695223715656,-0.44238415196124153,1.0,0.0,3.2112173553485377,-3.2002271073704875,,
1001,-0.28169700821539284,0.2530702668948539,1.0,0.0,-0.5513595393316831,0.5517476508131841,,
1002,0.0012522695415941362,-0.02197207653998956,1.0,0.0,1.6848842699579425,-1.6797202610401856,,
1003,0.7758155024922794,-0.81372996337593,1.0,0.0,1.122458436623103,-1.121750165964031,,
1004,0.7497344085018558,-0.8711305394778426,1.0,0.0,4.457969570636615,-4.450123256428505,,
1006,-0.2859311168651329,0.11918000347583586,1.0,0.0,-1.7941900874859986,1.8042672240256048,,
1007,-0.30587954284305713,0.2572786672459579,1.0,0.0,-2.241781044801996,2.244857207010978,,
1009,-0.15448386214541632,-0.6351616288735868,1.0,0.0,-1.7526104089621366,1.7578764185907574,,
101,-0.04009957184953799,0.023316395098534136,1.0,0.0,-0.18924999312835747,0.19042214075241756,,
1010,0.04707726505525394,-0.3771944494102912,1.0,0.0,3.452564650482557,-3.4340793265675833,,
1013,-0.23363949456985392,0.005189907840859804,1.0,0.0,-1.9530363578637269,1.9562411571342684,,
1014,0.05176055145631917,-0.14565924581470358,1.0,0.0,2.178546750901869,-2.17326397619109,,
1015,-0.15631643793759145,-0.10357233614051016,1.0,0.0,-0.7270423560597487,0.7276524834986641,-9.875211863300558e-9,-9.874193643799667e-9
1017,2.4266231816985,-2.445705176515856,1.0,0.0,8.921909048958629,-8.8441225718302,,
1019,4.1957688132291375,-4.017537888601771,1.0,0.0,10.397697301424897,-10.344452143932672,,
102,0.3486140431440505,-0.7708856830007158,1.0,0.0,2.9589990859754605,-2.927567889876306,,
1020,0.19142718124784142,-0.1987419360316716,1.0035163341578082,0.0,-0.26471111979817896,0.26474455997568563,,
1021,-0.15770949663346523,0.19559726835735985,1.0,0.0,3.321162207544187,-3.3093607895535606,,
1023,0.15770949663331324,-0.11439997241549042,1.0,0.0,-3.298902546628023,3.3093607895535606,,
1025,-0.021783288000639604,0.022055542984867834,1.0,0.0,0.0741073589758629,-0.07377081999468821,,
1026,0.023144238920340753,-0.02426020714641468,1.0,0.0,-0.010804392617745214,0.010814063065524666,,
1027,-0.023144238919573446,0.021433323579315548,1.0,0.0,0.010829741385519833,-0.010814063065524666,,
1028,0.7456751685078371,-0.7270088236343373,1.0,0.0,-0.6616846002514096,0.6650289273868287,,
1029,1.1403794618328074,-1.099114213062016,1.0,0.0,-0.9597706471623239,0.9667262761184265,,
103,-3.478733847741804,0.5591720736818433,1.0,0.0,-2.9347161137140665,2.939109987095488,,
1030,0.20100620929986904,-0.19999991043386284,1.0,0.0,0.024118677382063976,-0.02407174013589506,,
1031,0.20098305021461343,-0.19999994172913324,1.0,0.0,0.02454983200645693,-0.02450370539681246,,
1032,-0.13998991619681722,0.09110198521637163,1.0,0.0,1.6189349339988313,-1.61231439450025,,
1033,0.23413437031272033,-0.3054679075651906,1.0,0.0,-1.764760050922145,1.7812544231624956,,
1034,0.18694584087794727,-0.3575036979599671,1.0,0.0,1.3636412317122382,-1.3509565342767063,,
1036,-0.0994693553140268,-0.1765774342085055,1.0,0.0,-0.715764324671802,0.716803828551034,,
1038,-0.4442474635828635,-0.06957072265122845,1.0,0.0,-1.2351383935353175,1.2576746404980568,,
1039,0.11230297108206942,0.276577555134079,1.0,0.0,-3.627344755967925,3.712778561052633,,
104,1.2537782365636887,-1.3410877482590498,1.0,0.0,0.8856750572693578,-0.8844231227796093,,
1040,0.18172697055585135,0.22942166861973018,1.0,0.0,-3.1039433722745313,3.2148409783783145,,
1041,-0.39031139018119454,0.3275637313692223,1.0,0.0,0.29159081294867795,-0.29116844453973156,,
1042,0.41123522396325063,-0.2321462890670939,1.0,0.0,3.007213469493316,-2.9508255455517856,,
1043,-0.020923833781153426,0.3695152624239362,1.0,0.0,-3.159594224859698,3.2419939900915176,,
1044,-0.08661817165007392,0.44285019750574256,1.0,0.0,-3.169085088318706,3.250295175881579,,
1045,0.1645206601710469,0.7754786449771327,1.0,0.0,-3.9038185201918854,4.077730524996442,,
1046,0.7975429494863158,1.0653254953142415,1.0,0.0,-5.9378956357173625,6.2332876329206535,,
1047,0.07130660549966675,0.10998636359900547,1.0,0.0,3.440409875429281,-3.3963072083320722,,
1048,1.1841461285921648,-1.2245591365276314,1.0,0.0,-1.8875407822893933,1.8948650813390635,,
1049,-0.18938743779642447,0.22315656669932962,1.0,0.0,-2.606332103354104,2.6174013741831588,,
105,0.2080713335978647,-0.22747639279313026,1.0,0.0,2.891128281130067,-2.889177424579256,,
1050,0.6566888026225937,-0.5549957833327205,1.0,0.0,3.1855046837623164,-3.1614676941361597,,
1051,-0.01997018877250451,-0.00338261453730974,1.0,0.0,0.04597371598795051,-0.04592027080403337,,
1052,-0.663697677660994,0.6031664444539663,1.0,0.0,-1.2888548986434387,1.2910750127756052,,
1053,1.8378171415262545,-0.3124737363789194,1.0,0.0,-6.318540711374891,6.5343614052311505,,
1054,-0.037601253212541506,0.03632454842628834,1.0,0.0,0.032586972302699746,-0.03246722474570144,,
1055,0.03627008168619994,-0.037602986938637964,1.0,0.0,0.002855035412917091,-0.002788366634000057,,
1056,-0.7784674830450481,0.726730405000282,1.0,0.0,0.318939139136794,-0.31868121486490153,,
1057,-1.4466983698761775,3.6792168888364523,1.0,0.0,-4.3354247071276335,4.692346443083394,,
1058,-1.5000729232096626,3.5838289508493806,1.0,0.0,-4.258184398328959,4.582832471214974,,
1059,1.4466983698779925,0.4243917253559404,1.0,0.0,4.9867460751092,-4.692346443083394,,
106,-1.4221751915211356,1.5220370970904225,1.0,0.0,-3.7172610163885937,3.8068311527364807,,
1061,-0.7387475093249121,0.6669714530276325,1.0,0.0,-0.9102675520962,0.9116645217691375,,
1062,1.2706669403892639,-0.66319416192244,1.0,0.0,-3.6668194417831357,3.7767026144046953,,
1063,-0.02074338692099629,0.006179992220742558,1.0,0.0,0.04693556327117906,-0.04689949320472805,,
1064,-0.1349605126438605,0.09221517722155191,1.0,0.0,-0.09102620870783369,0.09207778017331472,,
1065,0.13371548856453241,-0.15281201020844323,1.0,0.0,0.24554729729566174,-0.24232868862825993,,
1066,-0.01819730394764899,-5.919628511541162e-7,1.0,0.0,-8.881784270273872e-16,2.8676040109097204e-6,-9.875234750710342e-9,-9.874170372791397e-9
1067,0.0399441282683638,-0.11317826988265037,1.0,0.0,-0.05189481754526937,0.05255753542528272,,
1068,-0.10492171880842656,0.086870642536544,1.0,0.0,-0.03920990848816399,0.03959602636190389,,
1069,-0.09937216163303389,0.02434099000375052,1.0,0.0,0.012815153563402423,-0.0122285632308052,,
107,2.446349985530445,-2.532483066073519,1.0,0.0,0.7014421355511644,-0.6901821841342515,,
1071,0.3055178354925143,-0.3055449007657231,1.0,0.0,-0.42195810969991804,0.42292218004520993,,
1073,0.01194056153863878,-0.019087960434236027,1.0,0.0,-0.0073758402667983055,0.0073795822526164,,
1074,0.0012540229137228698,-0.02294470597953079,1.0,0.0,-0.013682644804466118,0.013695108197264822,,
1075,-0.013194584452385232,-0.04008424594368913,1.0,0.0,0.021114808869127442,-0.021074690449881223,,
1076,-0.025242397146359202,0.009557111565146045,1.0,0.0,-0.01895673075837192,0.018969921283697254,,
1077,0.05984489266908118,-0.055210380601469315,1.0,0.0,-0.16549468286159483,0.16591634691033233,-9.874695566994964e-9,-9.874714075983715e-9
1078,-0.03149783331955039,0.012937579256291326,1.0,0.0,-0.21255352978037745,0.2135782658024135,,
1079,-0.1311187216143519,0.10385979159152943,1.0,0.0,-0.00458384754891631,0.005162109167030367,,
108,-0.6746164124780164,0.27510342232807883,1.0,0.0,1.8179741393041764,-1.8038598185620054,,
1080,-0.0002698577358296182,-0.006079334486142698,1.0,0.0,0.32633419483867676,-0.32514177882150375,,
1081,-0.1377648999172917,0.1221860164785634,1.0,0.0,-0.16680413305823066,0.16771975478526183,,
1082,-0.13908066274349876,0.12506541782917951,1.0,0.0,-0.12556868809026714,0.12617506659734237,,
1083,0.14577838562902756,-0.13981013009883247,1.0,0.0,0.8434320397954871,-0.8405563619231683,,
1084,-0.1418738085559746,0.1583524407495141,1.0,0.0,-0.8322015875636707,0.8396772657935854,,
1085,-0.16246421957067586,0.15575741120265332,1.0,0.0,-0.3204283603359668,0.3221270058979824,,
1086,0.1548150765191783,-0.15684974354372405,1.0,0.0,0.3332120971307456,-0.33262883498058377,,
1087,-0.15227038832809497,0.14464939840434748,1.0,0.0,-0.3086013692227045,0.31046241920117285,,
1088,-0.12925657525661155,0.12769747525511085,1.0,0.0,-0.300890357403619,0.3012171222055309,,
