ind,pt,pf
1,4.976266283587201,-4.966033545445298
10,1.2028868604447716,-1.1998375308466027
11,3.371228538069883,-3.3640431131743536
12,3.371228538069883,-3.3640431131743536
2,-0.03424708293075333,0.03425003984697871
3,-0.03424708293075333,0.03425003984697871
4,-0.03424708293075333,0.03425003984697871
5,0.00038171066226789266,-0.00038171030139425905
6,7.632302104988593,-7.544151145929881
7,-0.011032828533146589,0.011032898002330574
8,-0.011032828533146589,0.011032898002330574
9,1.2028868604447716,-1.1998375308466027
