ind,pt,pf
1,-1.6208448637413342,1.6219319150132545
10,0.7615895567815049,-0.7603672032410008
11,0.21136598662475006,-0.21133774110657488
12,0.21136598662475006,-0.21133774110657488
2,-0.0006620173543241699,0.0006620185628559349
3,-0.0006620173543241699,0.0006620185628559349
4,-0.0006620173543241699,0.0006620185628559349
5,0.0013145394982528712,-0.0013145354961060162
6,14.49142585194108,-14.1736373535137
7,2.514391298929892,-2.5107860980672814
8,2.514391298929892,-2.5107860980672814
9,0.7615895567815049,-0.7603672032410008
