ind,pt,pf
1,-0.3192138020400652,0.31925592088074317
10,0.8956033012768042,-0.8939129135845344
11,0.3408542237623963,-0.34078076947980873
12,0.3408542237623963,-0.34078076947980873
2,0.0006616133186944781,-0.000661612027697329
3,0.0006616133186944781,-0.000661612027697329
4,0.0006616133186944781,-0.000661612027697329
5,-0.000710590315856278,0.0007105915649780901
6,8.300257828545897,-8.196002296914541
7,2.6039484543332847,-2.600081860579523
8,2.6039484543332847,-2.600081860579523
9,0.8956033012768042,-0.8939129135845344
