ind,va,vm
100,0.03417007357401671,0.9960571415380254
1000,-0.8910251641121018,1.0327157630469426
10001,-0.00619635359491505,1.004967235891633
10002,-0.08533819348386164,0.9312510846317936
10003,-0.08012985181698887,1.048438366099241
10004,0.17747689037417863,1.04527662738694
10005,0.18232078792917428,0.944942685709439
10006,0.03825891062670878,1.0999999894854655
10007,0.04030689916721751,1.0999999993075857
10008,0.5457971270063756,1.0694687568473848
10009,0.54595117652315,1.0695518992692532
1001,-0.3372133457069271,0.9446630068933598
10010,0.6951176168056824,1.0034470025536457
10011,0.7048964347136897,1.0016520837992227
10012,0.702689984096274,1.0021361036253553
10013,0.04181062418564914,1.0959409832776255
10014,0.049668663088477644,1.100000009913087
10015,0.6260922756690969,1.0207529949717287
10016,0.6227500251757344,1.0200933844520368
10017,0.6293739281985608,1.0222139844759848
10018,0.6380656552115527,1.024431137602768
10019,-0.13513820708707036,1.0477579134029527
10020,-0.13582932029276648,1.047723071584715
10021,0.18873205601053905,1.0625574681209315
10022,0.18946034865494377,1.0622514136046717
10023,-0.10002610293039134,1.0141772353141332
10024,-0.09808035911078804,1.0145952129759697
10025,-0.14096793544849148,1.0028464021572396
10026,-0.14062314844606943,1.0029116667590086
10027,0.7199928357352373,0.9916319539841609
10028,0.6538305446147619,0.9845195482305701
10029,-0.16396548807161013,1.0003481215631036
1003,-0.38276496647199465,0.9390111052057262
10031,0.767001846271318,1.0118769996187083
10032,0.7672092682740774,1.0119156459576268
10033,0.7662251774423153,1.0116951961934597
10034,0.6530587727843754,1.0326788292025375
10035,0.6547590154174162,1.0308875226848555
10036,0.6555134147723013,1.0310709618237
10037,0.606742843600085,0.9754439925576585
10039,0.708664876866788,1.0290345999263693
1004,-0.8763839876990704,1.0191569570666534
10040,0.6929903186116799,1.025051358846478
10042,0.6972504544809845,1.0254828216992935
10043,0.6956320966509535,1.025592812508089
10045,0.6362381201181567,1.0093366725701716
10046,0.6361316137731967,1.0082913892661578
10047,0.8084307917634244,1.0409539293884857
10048,0.808877953939952,1.0420922573131426
10049,-0.8612568508525797,0.9979883552649271
1005,-0.8761451997791636,1.0191834341757853
10050,-0.8566553596411096,0.9991261272985993
10051,-0.8351586811101012,1.013648071110765
10052,-0.8254017636518806,1.0163319759540934
10053,-0.8248254891138357,0.9753161960818216
10054,-0.8197272813360429,0.9777099615394421
10055,-0.7736409312957968,0.9746573055552011
10056,-0.78113606645596,0.971545748650021
10057,-0.5561448401632169,1.0737015900174027
10058,-0.8502336769316348,1.0021745925002774
10059,-0.8551719291995376,1.0004114256333543
1006,-0.8828750424461621,1.0161740788966402
10060,-0.8565860284931939,0.9999533233772453
10061,-0.8665030523672672,0.996210698688366
10062,-0.8738917152228618,0.9937432048359154
10063,-0.8838165667931361,0.9910316181175606
10064,-0.8561891590384291,0.9691330478049667
10065,-0.8590955448033375,0.9680696272512656
10066,-0.8478567775537716,0.9712571564706582
10067,-0.8553346616543354,0.9984121840212611
10068,-0.8646845537124543,0.9945861774396682
10069,-0.8640110331480838,0.9718651026964851
1007,-0.9330672911930841,1.001912748968958
10070,-0.8677500410622555,0.9717346024749091
10071,-0.821986954201317,1.016308625339221
10072,-0.8680628490420846,0.992761509448746
10073,-0.8741163637972592,0.99067151459919
10074,-0.6718967375583237,1.0477717496229324
10075,-0.670869222566676,1.0475139362322787
10076,-0.6845464545651995,0.9835472118092364
10077,-0.6179616538549232,0.9953162526743261
10078,-0.6226454046325599,0.9939197284973916
10079,-0.7051432594955224,1.0207329883954133
1008,-0.824394571073528,1.0671553240567313
10080,-0.7080202150007454,1.0330751202971056
10081,-0.5905332315647405,1.0641727620730215
10082,-0.5441360645307777,1.0434220753380041
10083,-0.5517776584097956,1.0485333739091052
10084,-0.859597101267775,0.98241218760322
10085,1.672354875231811,1.0186037354989181
10086,1.6723548753909565,1.0186037376420056
10087,1.604476424813937,1.013339679264424
10088,1.6044764249949506,1.0133396816506972
1009,-0.8481544126695686,1.0604792439304251
10093,2.03182972173392,1.030389533988939
10094,1.9669734063723026,1.0082876984183657
10095,1.9669204413307684,1.0085702052975265
10096,1.953575386702421,0.9862148318248497
10097,1.9531294161954416,0.9858537914247502
10098,1.7546650935659547,0.9959213639459039
10099,1.7563009251645565,0.9963847487089881
101,0.5457958013102756,1.0694680406862445
1010,-0.7483522686187263,1.0106360043117435
10100,0.8411689628343485,1.0077903689134928
10101,0.9342571261745387,1.0076788336718276
10102,0.9362219289783691,1.0075903707716414
10103,0.8928199243757649,1.009744536649316
10104,1.5698601135270467,1.0037136875724308
10105,1.5681709301831512,1.0058336297843504
10106,1.5680686547861002,1.0057824442158247
10107,1.5681053330176173,1.005802616431745
10108,-0.3453673446341029,1.0051293270454664
10109,-0.35065497520746747,1.0067673995187085
1011,-0.5820980765365686,1.0646140903041863
10110,-0.36781854602648595,1.0076909458520087
10111,-0.3687239505804002,1.0074645090362524
10112,-0.40704506607165153,1.0131234386291506
10113,-0.40716100159561136,1.0131080914176485
10114,-0.6566595969706716,1.069443468991964
10115,0.05897431208769349,1.1000000106629064
10116,-0.4994917670454164,1.1000000103806726
10117,1.9119256167035072,1.019075259017171
10118,1.6164021717197605,1.0505236835049028
10119,2.044856139424459,1.0361998691954917
1012,-0.5909860831014007,1.0622996326951328
10120,2.045827408741745,1.0166970479147797
10121,2.0268964038040473,1.0629690223820012
10122,-0.7434216068604811,1.0161783283753494
10123,-0.30781159879283815,1.0246705566314256
10124,-0.612532397408827,1.0202932042765
10125,0.6736000802183005,1.0221663207910032
10126,0.04265676306595415,1.0297666531505032
10127,0.0,1.1000000009172193
10128,0.0,1.1000000098072833
10129,0.0,1.0563263116469253
1013,-0.6038777367067122,1.0585949330207074
1015,-0.8617338620917536,1.0426146691495504
1016,-0.887138121175821,1.0483615476809458
1019,-0.8207773733420377,1.037823931773568
102,-0.1311581665293364,1.0002905518918577
1020,-0.8079971717791998,1.0448265641510142
1021,-0.8390353970076554,1.0606759730525575
1022,-0.8816437621946938,1.049171975471766
1025,-0.8641271706652102,1.0000000000075686
1026,-0.6078223850807901,1.0869756639605224
103,0.316501486996813,0.9984373080158008
1031,-0.6792669778399811,1.066546919076722
1033,-0.7154396390385155,1.0051952725573992
1034,-0.8106803741368689,1.0065822386278356
1035,-0.8478682361444756,1.0109890323211568
1036,-0.6197852279971556,1.0772143080289907
1037,-0.61408702208817,1.0846330394881116
1039,-0.6255661811468483,0.9999730684131068
104,-0.1661267868431753,1.097537866004307
1040,-0.661723148022768,1.0436063875214179
1041,-0.6918026714244916,1.000980016233208
1042,-0.38389125442831856,0.9474433213842618
1043,-0.4175751881419957,0.9334596890483136
1044,-0.8081175364262659,0.9819440685737312
1045,-0.8470639133562264,0.9762034546133675
1046,-0.6581312449750303,1.0478599449670296
