ind,pt,pf
1,-1.1136736265213938,1.1141866070331727
10,0.17696667389789672,-0.17690067460704087
11,0.24957265684924262,-0.24953327713395848
12,0.24957265684924262,-0.24953327713395848
2,0.0006617773060091404,-0.0006617760640455272
3,0.0006617773060091404,-0.0006617760640455272
4,0.0006617773060091404,-0.0006617760640455272
5,0.0019850077688117473,-0.00198499893614883
6,4.877653143797269,-4.841650220157358
7,0.1477036382014136,-0.14769119721544918
8,0.1477036382014136,-0.14769119721544918
9,0.17696667389789672,-0.17690067460704087
