ind,pt,pf
1,0.30438240227141755,-0.3043441172925711
10,1.287870337381648,-1.2843749194660712
11,0.8445029224686278,-0.8440520242022355
12,0.8445029224686278,-0.8440520242022355
2,-0.026531608544329767,0.026533383235587227
3,-0.026531608544329767,0.026533383235587227
4,-0.026531608544329767,0.026533383235587227
5,-5.539194173638649e-5,5.539194940553746e-5
6,11.929120737612747,-11.713776722906918
7,-0.011032994874678102,0.011033064668315311
8,-0.011032994874678102,0.011033064668315311
9,1.287870337381648,-1.2843749194660712
