ind,pt,pf
1,-1.7946102193862379,1.7959430351938352
10,0.33091305803929094,-0.33068228568540103
11,0.23249661127553092,-0.23246243556065732
12,0.23249661127553092,-0.23246243556065732
2,0.0006615594243569245,-0.0006615581316492328
3,0.0006615594243569245,-0.0006615581316492328
4,0.0006615594243569245,-0.0006615581316492328
5,0.0019820832408054146,-0.001982073981961374
6,5.292491035008736,-5.250103690389295
7,0.13612401711634156,-0.13611344974102615
8,0.13612401711634156,-0.13611344974102615
9,0.33091305803929094,-0.33068228568540103
