ind,va,qb_ac_pos_vio,vm,qb_ac_neg_vio
100,-0.14298936352613467,-9.974936938422394e-9,1.0182816293537411,-9.974944989115905e-9
1000,-0.4620763920276229,-9.974945570480904e-9,0.9901776050923352,-9.974936356656721e-9
10001,-0.014931991587723768,-9.974939292373074e-9,1.0703766005338295,-9.974942636235341e-9
10002,-0.17434743771709937,-9.97493645863058e-9,1.0190698511692988,-9.974945468581178e-9
10003,-0.16410335481161936,-9.974936939150973e-9,1.0198840621261536,-9.974944988387794e-9
10004,-0.04514790939980515,-9.97493730256109e-9,1.0048701385444827,-9.974944625200534e-9
10005,-0.04108552924045265,-9.974937782104632e-9,1.0046668239379801,-9.974944145918831e-9
10006,0.0265111590540349,-9.974940269829073e-9,1.009077034194858,-9.974941658963942e-9
10007,0.02197652415319776,-9.974940253589254e-9,1.0096646552672919,-9.974941675201939e-9
10008,-0.06275009412152131,-9.974919623751768e-9,1.0468799579188617,-9.974962268793471e-9
10009,-0.06264388296335333,-9.974919723650886e-9,1.0469496016106752,-9.974962169232995e-9
1001,-0.06796125984849201,-9.974946201379912e-9,1.0097868660134168,-9.974935725261796e-9
10010,0.053729190787261266,-9.974939926357775e-9,0.9975699334232282,-9.974942002387748e-9
10011,0.05673980857122251,-9.974939948923125e-9,0.9962829278650918,-9.974941979826097e-9
10012,0.05600057541139697,-9.974939946138499e-9,0.9967501360063937,-9.97494198261027e-9
10013,-0.10778389007918839,-9.974939259237086e-9,0.9382933383914723,-9.9749426693624e-9
10014,-0.10118493049763637,-9.974939151551097e-9,1.0532968380948893,-9.974942777018158e-9
10015,0.043198813111232776,-9.97493958448321e-9,1.0033111028501829,-9.974942344196344e-9
10016,0.041999704742821796,-9.974939550630144e-9,1.0040155435644254,-9.974942378041865e-9
10017,0.04341663313348616,-9.974939501856705e-9,1.0033130499676712,-9.97494242680411e-9
10018,0.045788876775459716,-9.974939572595295e-9,1.002559292550014,-9.974942356081633e-9
10019,-0.07236581551817756,-9.974933540169059e-9,1.0081169430985901,-9.974948384265898e-9
10020,-0.07315174092437222,-9.974933329674582e-9,1.0080776858459402,-9.974948594507612e-9
10021,-0.06519859008038044,-9.974932006271266e-9,1.012858565957747,-9.974949916160084e-9
10022,-0.06435479538504225,-9.974932120564362e-9,1.0125207752415926,-9.974949802029204e-9
10023,-0.25893040833886327,-9.974942418030822e-9,0.9970622928616077,-9.974939510632034e-9
10024,-0.25681135984360176,-9.974942373206225e-9,0.9975103904834225,-9.974939555466873e-9
10025,-0.16743649718393866,-9.97493977029337e-9,1.00346005236185,-9.974942158424352e-9
10026,-0.16707399462064468,-9.974939777039977e-9,1.0035287356476068,-9.974942151679028e-9
10027,0.025676345382686042,-9.974940947134572e-9,0.9958597505648668,-9.974940981696921e-9
10028,0.012121986031091265,-9.974940901560889e-9,0.9887579724067365,-9.974941027270313e-9
10029,0.017833384297369078,-9.974941083097144e-9,1.0017151761574603,-9.974940845733249e-9
1003,-0.11286977724610021,-9.97496093837012e-9,0.9706363560236354,-9.974920958569039e-9
10031,0.06333046925332873,-9.974939700313638e-9,0.9881827205483206,-9.974942228390357e-9
10032,0.06352246153881468,-9.974939694665718e-9,0.9881735846587002,-9.974942234037135e-9
10033,0.06260403084524677,-9.974939728419607e-9,0.988184742938536,-9.974942200289994e-9
10034,-0.011319295279347918,-9.97490826377602e-9,1.0328489251553439,-9.974973579932648e-9
10035,-0.009786867154261159,-9.974908675839688e-9,1.031051376894604,-9.974973169998022e-9
10036,-0.009074376440649857,-9.974909017138318e-9,1.0311865851930304,-9.974972830442445e-9
10037,-0.014695149254476262,-9.974941236692759e-9,0.9839334150475483,-9.974940692132842e-9
10039,0.05343786630599961,-9.974939906394654e-9,0.9979897858422782,-9.97494202234753e-9
1004,-0.4428059583957116,-9.974942292893605e-9,0.9980265438097208,-9.974939635797042e-9
10040,0.04539360392891125,-9.974939675161812e-9,1.000321899900074,-9.97494225353706e-9
10042,0.04680512956980959,-9.974939693979408e-9,0.9998224905036212,-9.974942234723306e-9
10043,0.046243340340750866,-9.974939693697073e-9,0.999947808269031,-9.974942235005583e-9
10045,-0.03407605216258679,-9.974936880071775e-9,1.0001850305029025,-9.974945047428772e-9
10046,-0.034465229577368424,-9.974936907559668e-9,0.9995741619889468,-9.97494501995873e-9
10047,0.09701577078885026,-9.974937929617948e-9,0.9937132930472334,-9.974943998478683e-9
10048,0.09708143799709867,-9.974937918020318e-9,0.9937861796639145,-9.974944010070686e-9
10049,-0.41909991215120485,-9.97495598292529e-9,0.9958860783784546,-9.974925927882683e-9
1005,-0.44260613739017035,-9.974942281511921e-9,0.9980234520578914,-9.97493964718113e-9
10050,-0.4148634487762489,-9.974955064717288e-9,0.9968813603752759,-9.974926848228342e-9
10051,-0.39561486441046795,-9.974942600070582e-9,1.0091612884214365,-9.974939328547383e-9
10052,-0.3865784990016278,-9.974942120995652e-9,1.0115643328309232,-9.974939807729094e-9
10053,-0.38425308274039016,-9.974952124103273e-9,0.9974550443440604,-9.974929794779765e-9
10054,-0.37977717975268716,-9.974950441688297e-9,0.9995530989669584,-9.974931479969227e-9
10055,-0.34211510606890394,-9.974946875608027e-9,1.0027160998304288,-9.974935050433385e-9
10056,-0.3486127102293764,-9.974948635262012e-9,1.0000235987411774,-9.974933288870368e-9
10057,-0.23646058084893729,-9.974935993910782e-9,1.0034650929307074,-9.9749459329497e-9
10058,-0.4058462680879531,-9.974943666758624e-9,1.0075238476301567,-9.97493826148993e-9
10059,-0.4103382300920234,-9.974943894335156e-9,1.006341210234549,-9.974938033811064e-9
1006,-0.4490471224975413,-9.974942815409111e-9,0.9953064743352258,-9.974939113148918e-9
10060,-0.41162006178005445,-9.97494394269473e-9,1.006038893768145,-9.974937985428678e-9
10061,-0.4206596062035673,-9.974947699219992e-9,1.001272858826772,-9.97493422598952e-9
10062,-0.42737165563556156,-9.974948647424045e-9,0.9992351343463496,-9.974933276693417e-9
10063,-0.4363663191941627,-9.974949802573057e-9,0.9970337566316695,-9.974932120019741e-9
10064,-0.4129263973985063,-9.97495189453287e-9,0.9937233342414329,-9.974930024755442e-9
10065,-0.4154773308829961,-9.974952488116179e-9,0.9928559050362777,-9.974929430106956e-9
10066,-0.40564527245663634,-9.974950653062413e-9,0.9952973398966339,-9.97493126827141e-9
10067,-0.41050266814815417,-9.974949136279292e-9,1.0023721487146642,-9.974932787218986e-9
10068,-0.4190123946276753,-9.97495138705364e-9,0.9989825911137242,-9.974930533100623e-9
10069,-0.4198478211684681,-9.974951855183802e-9,0.9950908135459009,-9.974930064173128e-9
1007,-0.49702877012374314,-9.974944642658264e-9,0.9825798286698221,-9.974937285093128e-9
10070,-0.4231152166582082,-9.97495224438653e-9,0.9950179863740823,-9.974929674280798e-9
10071,-0.3792843203969573,-9.974942346516755e-9,1.0092444181222069,-9.97493958216229e-9
10072,-0.42204225183529126,-9.974953645529116e-9,0.9975125489901825,-9.974928270454856e-9
10073,-0.4275409034690522,-9.974955149574731e-9,0.9956748509360878,-9.974926763179008e-9
10074,-0.1697028601528283,-9.974936867285233e-9,1.016723229468469,-9.974945060206969e-9
10075,-0.16912577297693876,-9.974936890898384e-9,1.0166470353211303,-9.974945036609208e-9
10076,-0.16093108003924084,-9.974946165698146e-9,1.0054664802061732,-9.974935760973305e-9
10077,-0.09422354475029666,-9.974941436751287e-9,1.0163952841612773,-9.974940492062424e-9
10078,-0.0989273490526606,-9.974941798935733e-9,1.0150462348414686,-9.974940129840199e-9
10079,-0.24269632808867156,-9.974929603524076e-9,1.013151641654142,-9.97495231501551e-9
1008,-0.3967492042809212,-9.974937641282602e-9,1.0151667646485543,-9.974944286667773e-9
10080,-0.24446940860645613,-9.97492939436244e-9,1.0122852924470602,-9.974952523794872e-9
10081,-0.11929931900846553,-9.97493404023007e-9,1.0286974500854875,-9.97494788477705e-9
10082,-0.09490571013972271,-9.97493669938606e-9,1.0099157481114753,-9.974945227994142e-9
10083,-0.10064115647155168,-9.974936145173709e-9,1.0134636825825734,-9.97494578180489e-9
10084,-0.41732177576522317,-9.974965404043994e-9,0.9928304251495286,-9.974916477023293e-9
10085,0.39755929787324873,-9.974922051977563e-9,1.0025570492696467,-9.974959848349965e-9
10086,0.3975592980348563,-9.974922115723072e-9,1.0025570513767355,-9.974959784796138e-9
10087,0.4105019355559253,-9.974936086873555e-9,0.99217722521324,-9.974945840059953e-9
10088,0.41050193574175947,-9.974935865308392e-9,0.9921772275397103,-9.974946061448799e-9
1009,-0.4208510645768669,-9.974934584616155e-9,1.0087203396663438,-9.97494734096854e-9
10093,0.44463613517936834,-9.974932006306261e-9,0.9927521458494171,-9.974949916125139e-9
10094,0.45976716905747506,-9.974885509854502e-9,1.0152314072084039,-9.974996174621424e-9
10095,0.4597720604102355,-9.974885530631947e-9,1.0152244841964002,-9.974996154026649e-9
10096,0.47583799696767615,-9.974928371925512e-9,0.9900192596306394,-9.974953544262934e-9
10097,0.4758717668752954,-9.97492836149806e-9,0.9897598473193274,-9.974953554669447e-9
10098,0.4487529486515923,-9.974940933647184e-9,0.9978823835231698,-9.97494099518426e-9
10099,0.448565561894718,-9.974940926138945e-9,0.9978421521268837,-9.974941002692456e-9
101,-0.06275100807503017,-9.974919622884507e-9,1.0468793580982945,-9.974962269657785e-9
1010,-0.21554662243909878,-9.974942580958418e-9,0.9906564835743865,-9.974939347664508e-9
10100,0.12776826279289372,-9.974937987797991e-9,0.9984122797552942,-9.974943940326544e-9
