ind,qf,qt,tm,ta,pt,pf
1,0.006376706611354547,-0.019163783662708805,1.0,0.0,-0.05260509565560326,0.05266723698915185
10,4.119794136337053,-3.022773189345608,1.0,0.0,20.063342449337984,-19.936775803125958
100,-0.006836586635532481,-0.007735782788974134,1.0,0.0,0.32153821291696927,-0.3164070496847248
1000,-1.1551730866874397,1.126981578648426,1.0,0.0,1.2930183972851224,-1.2895474567947591
1001,0.3477841444579173,-0.36659796339513673,1.0,0.0,-1.0807749340369484,1.082245288185944
1002,-0.49117951827980316,0.4839178364826833,1.0,0.0,1.7379942130517312,-1.731574061390944
1003,0.13871801625095287,-0.17723432767354963,1.0,0.0,0.5777563721633306,-0.5776019416929422
1004,1.5005280753647119,-1.6410141461704901,1.0,0.0,2.2207194727018633,-2.2173385233879763
1006,-0.29729228067490016,0.10248128314256622,1.0,0.0,-0.6902585322458203,0.6921413061449476
1007,-0.3466966368626287,0.2829754657972624,1.0,0.0,-0.8746188031834635,0.8752360002914328
1009,-0.8462374080394351,0.12524174302537985,1.0,0.0,-0.298902102102615,0.29954591474407277
101,-0.03778233690648451,0.023147442441447043,1.0,0.0,-0.19117989046512443,0.19249295345453254
1010,0.2615842266215037,-0.6077328919391872,1.0,0.0,1.9837844242276743,-1.9763021466114405
1013,-0.35647516422342995,0.1491759496187417,1.0,0.0,-1.1241756001879477,1.125468751985591
1014,0.0959498354833381,-0.21852983231539522,1.0,0.0,0.8382021907707164,-0.8372464272148051
1015,-0.19195953360524964,-0.038978248905138235,1.0,0.0,-0.4186731973549372,0.4189153568780069
1017,1.535693475546239,-2.10232504307292,1.0,0.0,3.8885526451710186,-3.869382489893216
1019,2.3401247694484124,-2.6377592007663426,1.0,0.0,3.336415541488328,-3.3280055592686306
102,0.2986957680759041,-0.672710466377124,1.0,0.0,2.6078283092067607,-2.580205010739313
1020,0.10680947203061546,-0.11446918724007184,0.9969275249569134,0.0,-0.1524653838424657,0.15247762776230003
1021,-0.2950001254615166,0.2608508825884516,1.0,0.0,0.16202920554322583,-0.16190098801214395
1023,0.2950001254615166,-0.3247778591919142,1.0,0.0,-0.16176622223168083,0.16190098801214395
1025,0.0017129987670406346,-0.002124718822517383,1.0,0.0,-0.005799112221772372,0.005801205202978618
1026,0.0015815674450436108,-0.002623076621405126,1.0,0.0,-0.0027764828734794904,0.002776672766663426
1027,-0.0015815674450436108,-1.1882126004532602e-5,1.0,0.0,0.0027769070373667736,-0.002776672766663426
1028,-0.006099945281921157,0.0057168207461482335,1.0,0.0,0.010118534324405824,-0.010117984121675335
1029,0.005376650014716014,-0.005767479744001239,1.0,0.0,-0.01344001328312141,0.013440801772687295
103,-3.127632134577887,0.5561039469651209,1.0,0.0,-2.8640994341924015,2.8686480483502916
1030,-0.0009117952867762107,0.0007105961544587385,1.0,0.0,0.006494354122808857,-0.0064943116210952135
1031,0.0002059002050342888,-0.0004050368125359584,1.0,0.0,0.006611225233112582,-0.006611180359516681
1032,-0.21535566395835892,0.13325990567735216,1.0,0.0,0.06208444680431424,-0.06198353487772984
1033,0.20532695447555038,-0.3649890333867115,1.0,0.0,-0.06788336148911853,0.06839590519164075
1034,-0.13327233083688733,-0.08871003949884279,1.0,0.0,0.0521908299669314,-0.05216601085467124
1036,-0.2854912858521668,0.03930902678436861,1.0,0.0,0.05840363169641646,-0.05833407564145183
1038,-0.5937351713109317,-0.001561552223842384,1.0,0.0,0.09691510664333562,-0.09527991611679965
1039,-0.34821884122191205,0.1929221497621578,1.0,0.0,-0.1872328623563343,0.18800282212012698
104,0.9539155060639054,-1.0154381070513219,1.0,0.0,1.8766668994371953,-1.874073834417283
1040,-0.3196792904960749,0.023118728014975647,1.0,0.0,-0.17105989343630204,0.17177986513380897
1041,-0.06115882594610188,-2.548490384396982e-6,1.0,0.0,-4.297725852861102e-9,1.9895700335808393e-6
1042,0.013597740304955565,-0.18113635295049602,1.0,0.0,0.1954034729516367,-0.19508205949973448
1043,0.04756108564114631,-0.2557130526813632,1.0,0.0,-0.19456149060781044,0.1950800699297009
1044,-0.04273220488263629,-0.17875701506788177,1.0,0.0,-0.20438323544842568,0.2047637854886616
1045,-0.4080085200892906,0.12080032768922325,1.0,0.0,-0.27255805176315506,0.2742696068179969
1046,-0.5613054246221131,0.3622484017971066,1.0,0.0,-0.544592741371508,0.5488906577707836
1047,-0.43585822843870875,0.33138667735996963,1.0,0.0,0.1672105804660865,-0.1664502764773106
1048,-0.3301263807202721,0.2243682609497431,1.0,0.0,-0.604664488765741,0.6053338918593426
1049,-0.4401639131457869,0.3943595507497884,1.0,0.0,-0.2314155921194183,0.23180367900668897
105,0.02200682333933801,-0.03243131516002481,1.0,0.0,3.137906910351422,-3.135388293562851
1050,-0.26095918676346863,0.19481829016097874,1.0,0.0,0.22713799259390313,-0.22688642150534893
1051,0.0015464699406662762,-0.022277468009199133,1.0,0.0,-0.0036061205044337317,0.003610433108483996
1052,-0.26480683100042224,0.18344047861191223,1.0,0.0,0.030879405484250378,-0.03082348127661797
1053,-0.32180983860907497,0.24016268786628375,1.0,0.0,-1.1732049534996742,1.1800807114138672
1054,0.004038508478913035,-0.005443041204398331,1.0,0.0,-0.00387885054418184,0.0038808010602179757
1055,-0.0039338275333419695,0.0025448684007843532,1.0,0.0,0.0011089585409574665,-0.0011083644767458252
1056,-0.08889080255100708,0.03707791135242916,1.0,0.0,0.05754536083960023,-0.05754246130655239
1057,-0.008623450936471926,-0.23225583902743924,1.0,0.0,-0.9836532437566765,0.9966178549251534
1058,-0.003114682938287433,-0.2427223312647966,1.0,0.0,-0.9642522151693954,0.9760924917214711
1059,0.008623450936471926,-0.23604939128099894,1.0,0.0,1.0069592628558,-0.9966178549251534
106,-0.4765047758262452,-0.05806648826670382,1.0,0.0,-0.31662910869894434,0.31749935881729774
1061,-0.15936469127420622,0.07515197215347033,1.0,0.0,0.06126173730167214,-0.0612428116070409
1062,-0.2413725215371752,-0.030680631997931612,1.0,0.0,-0.7660903965517261,0.7702631160872053
1063,0.0016312228079077235,-0.014662373885573862,1.0,0.0,-0.0036867276583081848,0.003688092175414602
1064,0.02701893205955796,-0.06610641385582697,1.0,0.0,0.009940904394688012,-0.009808323079684841
1065,-0.027009085177956228,0.001561358030755854,1.0,0.0,-0.021588102243307514,0.02161882185831706
1066,-0.015017464530283933,-4.884393575203565e-7,1.0,0.0,-4.440892176118481e-16,2.3665122234070117e-6
1067,-0.02477207961519187,-0.03940201445999346,1.0,0.0,0.00713149524182516,-0.007122077055617898
1068,-9.61484322135847e-7,-0.016463811458611043,1.0,0.0,2.7810824540013523e-6,5.325495707509677e-9
1069,-0.06915020686217917,0.004661192312201742,1.0,0.0,0.005482264547428242,-0.005242087772900147
107,0.19391865620605064,-0.36776682775912817,1.0,0.0,0.13551608484766023,-0.13534691488844064
1071,-0.02639380920595194,0.022049474051541184,1.0,0.0,0.03313924769003732,-0.033132555095469904
1073,-0.007547212427973591,0.001501043032911599,1.0,0.0,0.0005800228726638864,-0.000579710765417194
1074,-0.013596314400543067,-0.004771573310068011,1.0,0.0,-0.005414056831389485,0.005416208509568379
1075,0.021143526828516657,-0.06547403383613125,1.0,0.0,0.004982995486469683,-0.0048364977441511855
1076,-0.013647128441326513,-0.0007515541421132177,1.0,0.0,0.0014907233661609072,-0.0014897703913558772
1077,-0.006893953664112609,0.0034905684303225275,1.0,0.0,0.012934464483191022,-0.012931616004452104
1078,-0.012733099005938123,-0.007557052444106089,1.0,0.0,-0.028772899434592717,0.028793205416460212
1079,0.026378421688696457,-0.05221222684253514,1.0,0.0,0.0056837096197594,-0.005610305443997782
108,-0.7112537661811621,0.44716623690722457,1.0,0.0,2.175742388173153,-2.152460468914588
1080,-0.024749174060279003,0.015312017721080705,1.0,0.0,0.028772749759491373,-0.02875778715157539
