ind,pt,pf
1,0.16368347707192177,-0.16367240406495787
10,0.08009903283407753,-0.08008551138857879
11,0.9156768140934933,-0.9151467102157387
12,0.9156768140934933,-0.9151467102157387
2,-0.01679633984930778,0.01679705169443158
3,-0.01679633984930778,0.01679705169443158
4,-0.01679633984930778,0.01679705169443158
5,0.0001603802491432429,-0.00016038018487543582
6,6.8359183102929695,-6.765203615353214
7,1.6738204014302138,-1.672222751627144
8,1.6738204014302138,-1.672222751627144
9,0.08009903283407753,-0.08008551138857879
