ind,pt,pf
1,1.856736750150214,-1.8553121748779966
10,1.0647410487638382,-1.0623519019752772
11,1.7715380601289052,-1.7695538983882158
12,1.7715380601289052,-1.7695538983882158
2,-0.07040168254334966,0.07041418038436917
3,-0.07040168254334966,0.07041418038436917
4,-0.07040168254334966,0.07041418038436917
5,3.746605174360784e-5,-3.746604823468956e-5
6,14.491425856415136,-14.173637358076489
7,7.576505152325695,-7.543770965300363
8,7.576505152325695,-7.543770965300363
9,1.0647410487638382,-1.0623519019752772
