ind,qf,qt,tm,ta,pt,pf
1,0.0026923026119355796,-0.015229991384337492,1.0,0.0,-0.08832832570869711,0.0884956741336849
10,4.740583116922929,-4.040075676370149,1.0,0.0,16.226021679338235,-16.139264192145895
100,0.005147973545897498,-0.021026551333973905,1.0,0.0,0.30706539777137426,-0.30238576613007656
1000,-1.2309701559315758,1.2036929243684404,1.0,0.0,1.2732586694383627,-1.2696427698945125
1001,0.3849593718302684,-0.40448009008901753,1.0,0.0,-1.0278700096203668,1.0292424007471062
1002,-0.5232930532425191,0.5127592943344269,1.0,0.0,1.666604110114055,-1.660618821592309
1003,0.11804334395979287,-0.15654857721524237,1.0,0.0,0.59398866652641,-0.5938288885605633
1004,1.5233262646033319,-1.6716763889552742,1.0,0.0,1.8425278819142519,-1.8398069901175373
1006,-0.30344732130817975,0.10681939582597305,1.0,0.0,-0.6406656094971814,0.6423158601026268
1007,-0.35542595201553395,0.2909462650944436,1.0,0.0,-0.813695108331715,0.8142429329302274
1009,-0.8518546533830372,0.1290530392032552,1.0,0.0,-0.042033808340991304,0.04251551415425786
101,-0.047502639132283295,0.0325433322866206,1.0,0.0,-0.18353156297623496,0.1847598870044465
1010,0.2736754546492255,-0.622825801428521,1.0,0.0,1.928740077134981,-1.9216279854911866
1013,-0.36518837498976203,0.1572594217824907,1.0,0.0,-1.0930859001600206,1.0943152580910704
1014,0.10421182193468745,-0.22827209056675418,1.0,0.0,0.7782845982354377,-0.7774520230084018
1015,-0.19529900056049515,-0.03614556970962663,1.0,0.0,-0.40710463382132706,0.407334466851996
1017,1.5682767042212329,-2.2064090683886564,1.0,0.0,3.0747014399845938,-3.0612665659554925
1019,2.4949782171396486,-2.729586524197881,1.0,0.0,4.719655529681988,-4.7056520561157145
102,0.451894294700152,-0.756042074689621,1.0,0.0,2.9274803134050678,-2.8924812887860734
1020,0.10360625018812739,-0.11130743969797924,1.0009019180955896,0.0,-0.14825414483602328,0.1482657131105548
1021,0.21001191122259003,-0.24475626210500168,1.0,0.0,0.28112244270314674,-0.28096412355135364
1023,-0.21001191122259003,0.17920735149754244,1.0,0.0,-0.2808392403891761,0.28096412355135364
1025,-0.01041680550925021,0.010161912762375252,1.0,0.0,0.035354114491121746,-0.03527733205732375
1026,-0.010730118298540746,0.009708156399769423,1.0,0.0,-0.012920390489623929,0.012924669784867034
1027,0.010730118298540746,-0.012286618318528463,1.0,0.0,0.012933168446707768,-0.012924669784867034
1028,-0.04293157454882916,0.050603964637207004,1.0,0.0,-0.5894773723144615,0.5908866387003844
1029,-0.06187686325512315,0.07618643045690367,1.0,0.0,-0.8057679360493861,0.8082189615727241
103,-3.2900250013240835,0.7052027887762502,1.0,0.0,-2.826499612642968,2.8311746119970245
1030,0.20087161579684196,-0.19999986550205753,1.0,0.0,0.023471254377571454,-0.02342892268848185
1031,0.20091209790550915,-0.19999988635917285,1.0,0.0,0.023890840043610966,-0.023847132293694492
1032,0.12363643567815133,-0.2076600674677025,1.0,0.0,0.14839694522252117,-0.14825511975814779
1033,-0.21660819265000752,0.048085955755490066,1.0,0.0,-0.24487366795387092,0.24531138915559317
