ind,pt,pf
1,-2.8317238613779097,2.8350451345654677
10,0.5781268320757394,-0.5774224616701185
11,0.2741287673584946,-0.2740812572554319
12,0.2741287673584946,-0.2740812572554319
2,-0.0016665910111276197,0.0016665981049246972
3,-0.0016665910111276197,0.0016665981049246972
4,-0.0016665910111276197,0.0016665981049246972
5,0.0019852482657290544,-0.0019852398606359685
6,2.061819599367916,-2.055386544228765
7,0.4549793858261644,-0.4548613408715436
8,0.4549793858261644,-0.4548613408715436
9,0.5781268320757394,-0.5774224616701185
