ind,pt,pf
1,1.7152934680774339,-1.7140776687783705
10,1.2243591676464396,-1.2212000011015167
11,1.518043745823028,-1.5165867953141416
12,1.518043745823028,-1.5165867953141416
2,-0.05610971015109677,0.05611764823454707
3,-0.05610971015109677,0.05611764823454707
4,-0.05610971015109677,0.05611764823454707
5,-3.934856083004857e-5,3.9348564700689465e-5
6,14.491425856028586,-14.17363735759317
7,9.234008421771284,-9.185385142515345
8,9.234008421771284,-9.185385142515345
9,1.2243591676464396,-1.2212000011015167
