ind,shunt_bigM
100,2.8303050533386788e-9
101,2.5588384914929807e-9
102,2.8692067244703207e-9
103,3.213557830857806e-9
104,2.6410169292445908e-9
105,2.817157743481069e-9
106,2.257607340801121e-9
107,2.582533460402825e-9
108,5.087321799829876e-9
109,3.0193030624992357e-9
110,2.69393237872606e-9
111,2.557498963313012e-9
112,2.9390670541863426e-9
113,2.308799316585136e-9
114,2.372222949512452e-9
115,2.460339587256375e-9
116,2.515954238978557e-9
117,2.563881141541239e-9
118,2.5456117648106507e-9
119,2.5861155892364343e-9
120,2.6965894261183613e-9
121,0.9999999984961152
122,2.8355563089220012e-9
123,2.8363842485261186e-9
124,2.7783840335700363e-9
125,4.738373736230991e-9
126,0.9999999973886322
127,0.9999999973076275
128,3.24679394922361e-9
129,2.7150811315841087e-9
130,2.661714145111691e-9
131,2.8428321201173047e-9
132,2.868242179840494e-9
133,2.886837332249903e-9
134,0.9999999980808433
135,2.9571282258637775e-9
136,2.7602218370853254e-9
137,2.972680058799288e-9
138,3.2831888160867527e-9
139,2.5086121823121773e-9
140,3.1654503945516804e-9
141,2.5856379980397825e-9
142,2.545388807992882e-9
143,2.796491135614317e-9
144,2.4399130810005434e-9
145,2.8753998853890384e-9
146,2.848431977541315e-9
147,2.643514212639782e-9
148,2.4724195123535184e-9
149,4.347860168604225e-9
150,1.114102257305804e-8
151,3.5602787619505625e-9
152,0.9999999977281563
153,0.9999999978975199
154,2.7466853279759414e-9
155,0.9999999971576713
156,2.7879214602808885e-9
157,2.6288871553055872e-9
158,2.529517298460934e-9
159,3.017503181404912e-9
160,2.329845590183696e-9
161,0.9999999985712653
162,1.926483229292154e-9
163,0.9999999976443912
164,0.9999999983136095
165,0.9999999979347796
166,0.9999999979002935
167,2.5295176750854906e-9
168,0.9999999974704823
169,0.9999999975218815
170,0.9999999975142108
171,6.733136379786133e-9
172,0.9999999974297937
173,2.6552518702368307e-9
174,0.9999999999606618
175,2.5783435384433586e-9
176,2.6852827331791608e-9
177,2.525895479788448e-9
178,2.525899684771518e-9
179,2.5276481069391254e-9
180,2.5276116780530945e-9
181,2.5258391266129953e-9
182,0.9999999974704823
183,2.5334759275167803e-9
184,0.9999999982648142
185,2.531117604847977e-9
186,0.9999999974704824
187,2.617118667423758e-9
188,2.5251759309265234e-9
189,2.528420186682362e-9
190,2.4963449839913797e-9
191,2.086752550128832e-9
192,2.5264118183257637e-9
193,2.556375013865663e-9
194,2.55632730857229e-9
195,2.5081292800615855e-9
196,2.5296037908597113e-9
197,2.4237982941701e-9
198,0.9999999974226934
199,0.999999997864884
200,2.5503088566910715e-9
201,2.464302654350179e-9
202,2.516235977422567e-9
203,2.5279371141914416e-9
204,2.527701680268196e-9
205,2.5289603476737043e-9
206,2.527062049493682e-9
207,2.52213534801477e-9
208,3.545019862824868e-9
209,2.5259867257338615e-9
210,2.5248141870836825e-9
211,2.528932483098279e-9
212,2.5252419928750782e-9
213,2.5273043936944583e-9
214,2.5282896068849965e-9
215,2.528743392372617e-9
216,2.526101568802396e-9
217,2.522537797651929e-9
218,2.492915747988212e-9
219,2.526058622066643e-9
220,2.494513195358258e-9
221,2.5173604531748592e-9
222,2.954647074736813e-9
223,2.5406336650873894e-9
224,2.5381853405317566e-9
225,2.504423821281105e-9
226,2.516041547340712e-9
227,2.512672954458395e-9
228,2.512321597162186e-9
229,2.5295181981891325e-9
230,2.5295176973235635e-9
231,3.592937018835442e-9
232,3.537362065008038e-9
233,2.9245570402764352e-9
234,2.55003064091282e-9
235,2.5484781546009156e-9
236,2.3848560683856864e-9
238,2.625829452921305e-9
239,2.630581782596416e-9
240,2.9157061607484437e-9
241,2.9388665609703534e-9
242,2.659637438383797e-9
243,1.9753778103468842e-9
244,3.4530736352224774e-9
93,-8.061199455518862e-11
94,7.416904318600823e-12
95,2.493953870620208e-9
96,2.5727896194713933e-9
97,0.9999999962828171
99,2.6510183613066417e-9
