ind,pt,pf
1,-2.023275392821755,2.024969816619672
10,0.5111596263490529,-0.5106089855629715
11,0.352286725182441,-0.3522082608907406
12,0.352286725182441,-0.3522082608907406
2,0.0006617277587450364,-0.0006617264640526953
3,0.0006617277587450364,-0.0006617264640526953
4,0.0006617277587450364,-0.0006617264640526953
5,0.001981432578244815,-0.0019814233751599512
6,2.027704623639811,-2.0214826895677294
7,0.45268910902760245,-0.4525722489637855
8,0.45268910902760245,-0.4525722489637855
9,0.5111596263490529,-0.5106089855629715
